time_bin,detectorID,scenario,count,density
0.0,E0_0m,attack,1198.9666666666667,20.049609810479375
0.0,E0_0m,base,1198.9666666666667,20.049609810479375
0.0,E0_1000m,attack,1116.1333333333332,18.664437012263097
0.0,E0_1000m,base,1116.1333333333332,18.664437012263097
0.0,E0_100m,attack,1219.2666666666667,20.38907469342252
0.0,E0_100m,base,1219.2666666666667,20.38907469342252
0.0,E0_1100m,attack,1102.5,18.43645484949833
0.0,E0_1100m,base,1102.5,18.43645484949833
0.0,E0_1200m,attack,1088.0,18.193979933110366
0.0,E0_1200m,base,1088.0,18.193979933110366
0.0,E0_1300m,attack,1071.6333333333332,17.92028985507246
0.0,E0_1300m,base,1071.6333333333332,17.92028985507246
0.0,E0_1400m,attack,1057.2333333333333,17.67948717948718
0.0,E0_1400m,base,1057.2333333333333,17.67948717948718
0.0,E0_1500m,attack,1041.3,17.41304347826087
0.0,E0_1500m,base,1041.3,17.41304347826087
0.0,E0_1600m,attack,1027.6666666666667,17.185061315496096
0.0,E0_1600m,base,1027.6666666666667,17.185061315496096
0.0,E0_1700m,attack,1009.0666666666666,16.87402452619844
0.0,E0_1700m,base,1009.0666666666666,16.87402452619844
0.0,E0_1800m,attack,994.3333333333334,16.627647714604233
0.0,E0_1800m,base,994.3333333333334,16.627647714604233
0.0,E0_1900m,attack,978.4666666666667,16.36231884057971
0.0,E0_1900m,base,978.4666666666667,16.36231884057971
0.0,E0_2000m,attack,961.8333333333334,16.08416945373467
0.0,E0_2000m,base,961.8333333333334,16.08416945373467
0.0,E0_200m,attack,1209.8666666666666,20.231884057971012
0.0,E0_200m,base,1209.8666666666666,20.231884057971012
0.0,E0_2100m,attack,949.3333333333334,15.87513935340022
0.0,E0_2100m,base,949.3333333333334,15.87513935340022
0.0,E0_2200m,attack,936.3666666666667,15.658305462653288
0.0,E0_2200m,base,936.3666666666667,15.658305462653288
0.0,E0_2300m,attack,923.2,15.438127090301004
0.0,E0_2300m,base,923.2,15.438127090301004
0.0,E0_2400m,attack,908.9666666666667,15.200111482720178
0.0,E0_2400m,base,908.9666666666667,15.200111482720178
0.0,E0_2500m,attack,895.9333333333333,14.98216276477146
0.0,E0_2500m,base,895.9333333333333,14.98216276477146
0.0,E0_2600m,attack,876.8666666666667,14.663322185061315
0.0,E0_2600m,base,876.8666666666667,14.663322185061315
0.0,E0_2700m,attack,860.6333333333333,14.391861761426977
0.0,E0_2700m,base,860.6333333333333,14.391861761426977
0.0,E0_2800m,attack,844.7666666666667,14.126532887402451
0.0,E0_2800m,base,844.7666666666667,14.126532887402451
0.0,E0_2900m,attack,826.5,13.821070234113712
0.0,E0_2900m,base,826.5,13.821070234113712
0.0,E0_3000m,attack,809.8666666666667,13.542920847268672
0.0,E0_3000m,base,809.8666666666667,13.542920847268672
0.0,E0_300m,attack,1201.4333333333334,20.09085841694537
0.0,E0_300m,base,1201.4333333333334,20.09085841694537
