Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
20.6,f_0.2,-4.548482134128022,63.71101819004863,62.13388162470959,base,18398
307.1,f_1.23,-4.500000000000028,74.41571316969085,4953.295291846373,base,18398
307.3,f_1.23,-4.500000000000028,73.99061869316556,4959.9556341169,base,18398
307.6,f_1.23,-4.500000000000028,74.0557563684493,4969.951909773985,base,18398
307.8,f_1.23,-4.500000000000028,73.46903635127393,4976.565618487788,base,18398
308.0,f_1.23,-4.500000000000028,72.93583337054466,4983.131654668512,base,18398
308.2,f_1.23,-4.500000000000028,72.48021546408978,4989.65695503098,base,18398
906.1,f_0.117,-5.07950469716647,57.97484227441205,62.461267083103834,base,18398
906.2,f_0.117,-4.880433283384491,56.883118631518634,65.00416580329832,base,18398
906.3,f_0.117,-4.6901443768051365,55.833961475293584,67.50016307972476,base,18398
906.4,f_0.117,-4.508292421424933,54.825483510375356,69.95107743193695,base,18398
2084.7,f_0.288,-5.013643123848368,58.23074054497869,33.20265498468005,base,18398
2084.8,f_0.288,-4.855797915211504,57.144527686133365,35.757239715881305,base,18398
2084.9,f_0.288,-4.666186113986264,56.10072984955132,38.2651625859427,base,18398
7139.2,f_0.986,-4.659023017449009,53.21952788882616,54.40056557324185,base,18398
7703.7,f_0.1084,-4.691401874187129,52.04218722369559,53.328874763790594,base,18398
7703.8,f_0.1084,-4.502025413329491,51.035111150886266,55.61034459091543,base,18398
