Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
102.2,f_0.32,-5.020266304102954,58.80414395088529,54.12393639830429,base,3100
102.3,f_0.32,-4.834713575040723,57.72264753243013,56.704365356275005,base,3100
102.4,f_0.32,-4.656812552530596,56.68094650530435,59.23822618872042,base,3100
102.5,f_0.32,-4.502443162104015,55.67377698460066,61.727062589544786,base,3100
1168.0,f_0.385,-5.033071704119578,56.34037352025869,62.713347024916686,base,3100
1168.1,f_0.385,-4.831934688387243,55.25949872207459,65.18366356099162,base,3100
1168.2,f_0.385,-4.639852852071016,54.22159147818341,67.60758156854584,base,3100
1633.4,f_0.530,-4.946962818418932,53.8818531792966,71.43667634703736,base,3100
1633.5,f_0.530,-4.743743081239522,52.820706314481804,73.79796928804078,base,3100
1633.6,f_0.530,-4.549938425886744,51.802912388241495,76.11376284478533,base,3100
1698.9,f_0.556,-5.017565503916934,59.84849934683403,63.234634083044114,base,3100
1699.0,f_0.556,-4.825792900478625,58.76899842975437,65.86183903399292,base,3100
1699.1,f_0.556,-4.680195824115714,57.722066705074624,68.44224202670058,base,3100
1699.2,f_0.556,-4.503572461164929,56.7146445669468,70.9776092947966,base,3100
2645.7,f_0.838,-4.635111967531316,57.64216978771599,3430.638971761585,base,3100
2988.1,f_0.964,-4.99172029526239,62.55413810291048,110.77691499552007,base,3100
2988.2,f_0.964,-4.789009205723431,61.48286547764538,113.52544045787693,base,3100
2988.3,f_0.964,-4.610984613967695,60.451415885408494,116.2278560740941,base,3100
3053.4,f_0.992,-4.725912693710335,57.91058864198691,45.29531576781155,base,3100
3053.5,f_0.992,-4.543690822594826,56.89419226711738,47.83870952299128,base,3100
3632.9,f_0.1182,-4.942226285147235,53.6898546525721,28.356703657951783,base,3100
3633.0,f_0.1182,-4.7634347134683,52.624302887777525,30.709216594721546,base,3100
3633.1,f_0.1182,-4.556681129137132,51.60500065927632,33.01616272019994,base,3100
3696.4,f_0.1206,-5.008394118972923,58.56469887541048,80.83169037653869,base,3100
3696.5,f_0.1206,-4.816763583970314,57.48721776225782,83.40159469950926,base,3100
3696.6,f_0.1206,-4.633381213804135,56.450758185017115,85.92516521034179,base,3100
4603.4,f_0.1504,-4.711049794307414,57.105347030092204,34.110502728839556,base,3100
4603.5,f_0.1504,-4.53701566087048,56.09044384884944,36.617965774287775,base,3100
4859.2,f_0.1596,-4.734508265870474,55.175268564254374,43.91080751561767,base,3100
4859.3,f_0.1596,-4.552604970512277,54.1568781479806,46.33183258325384,base,3100
4905.4,f_0.1546,-4.81683222799095,60.269627938118674,143.9886473211699,base,3100
4905.5,f_0.1546,-4.5846494415734185,59.24406936593535,146.63708980804643,base,3100
4997.7,f_0.1613,-5.3654865332750745,60.79985823625905,2836.84373608676,base,3100
4997.8,f_0.1613,-5.07323585475941,59.6650058149645,2839.510996085462,base,3100
4997.9,f_0.1613,-4.96029560903434,58.55541744899717,2842.128653128074,base,3100
4998.0,f_0.1613,-4.751945266673978,57.4924358045138,2844.6987907180187,base,3100
4998.1,f_0.1613,-4.568917818179727,56.4703963020939,2847.2232391297816,base,3100
5109.2,f_0.1692,-5.048477220783489,60.03045832068562,74.28045382069214,base,3100
5109.3,f_0.1692,-4.848333280018338,58.945915255945195,76.91556764832924,base,3100
5109.4,f_0.1692,-4.683875481411377,57.89816041400636,79.50384272115222,base,3100
5109.5,f_0.1692,-4.507650543993549,56.88982603321827,82.04704128853527,base,3100
6046.1,f_0.2017,-4.79025897106041,65.54240599209098,88.15994499123008,base,3100
6046.2,f_0.2017,-4.657539127810537,64.50054243443452,91.04337246064966,base,3100
6283.5,f_0.2100,-4.649868017216541,52.36576733303841,66.58510871238843,base,3100
6302.6,f_0.2113,-4.863557308506756,56.19954041447962,57.80715276795429,base,3100
6302.7,f_0.2113,-4.644863696121426,55.160512274839434,60.27304422122704,base,3100
6908.2,f_0.2309,-5.187884962558762,57.18066588072538,50.10512821013788,base,3100
6908.3,f_0.2309,-4.977417503993777,56.06724744958699,52.61155428547235,base,3100
6908.4,f_0.2309,-4.776571332854367,54.99875710185547,55.07021464747828,base,3100
6908.5,f_0.2309,-4.584952894900276,53.97313064898365,57.48302548053521,base,3100
7276.5,f_0.2445,-4.619795932232549,54.10202553919518,56.36011893796549,base,3100
