Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
407.1,f_0.148,-4.699869751609498,57.07285101226347,168.7034592269604,attack,14226
407.2,f_0.148,-4.5265562688201655,56.06028753426601,171.2095741667561,attack,14226
454.5,f_0.166,-4.740572354661232,58.689764669815666,80.90541662608724,attack,14226
454.6,f_0.166,-4.564717194990351,57.6686648215995,83.48343234495317,attack,14226
540.8,f_0.198,-4.844409428642571,52.037698437054786,27.68415748814627,attack,14226
540.9,f_0.198,-4.6768635573544515,50.99151212045594,29.963678267445488,attack,14226
541.0,f_0.198,-4.514940890845693,49.9815469328191,32.19804963783625,attack,14226
600.2,f_0.167,-8.999999999999986,56.54039824845244,3921.7204948616622,attack,14226
600.2,f_0.168,-8.999999999999986,56.53246465751918,3888.0473231869296,attack,14226
600.2,f_0.174,-8.999999999999986,52.93192820836908,3181.7949977375993,attack,14226
600.2,f_0.179,-8.999999999999986,68.12786605513298,3276.112383459967,attack,14226
600.2,f_1.162,-8.999999999999986,56.53836403483716,3994.5185494036787,attack,14226
600.2,f_1.165,-8.999999999999986,56.57457511576526,3780.984346618434,attack,14226
600.2,f_1.166,-8.999999999999986,56.56361031202899,3747.296976429847,attack,14226
600.2,f_1.173,-8.999999999999986,66.0168863793975,3439.6913336460234,attack,14226
600.2,f_1.174,-8.999999999999986,68.2259725881684,3400.8951996652295,attack,14226
600.2,f_1.178,-8.999999999999986,64.3911113104958,3062.2428406077115,attack,14226
600.3,f_0.167,-8.999999999999986,54.527152248452445,3924.158072635248,attack,14226
600.3,f_0.168,-8.999999999999986,54.519218657519176,3890.484546297854,attack,14226
600.3,f_0.174,-8.999999999999986,50.918682208369084,3184.0712627339053,attack,14226
600.3,f_0.179,-8.999999999999986,66.11462005513297,3279.067966535737,attack,14226
600.3,f_1.162,-8.999999999999986,54.52511803483716,3996.9560362399297,attack,14226
600.3,f_1.165,-8.999999999999986,54.56132911576527,3783.4234522321635,attack,14226
600.3,f_1.166,-8.999999999999986,54.550364312029,3749.7355918738026,attack,14226
600.3,f_1.173,-8.999999999999986,64.00364037939751,3442.5525476427956,attack,14226
600.3,f_1.174,-8.999999999999986,66.21272658816841,3403.8551684881827,attack,14226
600.3,f_1.178,-8.999999999999986,62.37786531049581,3065.0313760762756,attack,14226
600.4,f_0.167,-8.999999999999986,52.51390624845244,3926.505650408834,attack,14226
600.4,f_0.168,-8.999999999999986,52.50597265751918,3892.831769408779,attack,14226
600.4,f_0.179,-8.999999999999986,64.10137405513298,3281.9335496115073,attack,14226
600.4,f_1.162,-8.999999999999986,52.51187203483716,3999.303523076181,attack,14226
600.4,f_1.165,-8.999999999999986,52.548083115765266,3785.772557845893,attack,14226
600.4,f_1.166,-8.999999999999986,52.537118312029,3752.0842073177587,attack,14226
600.4,f_1.173,-8.999999999999986,61.990394379397515,3445.3237616395677,attack,14226
600.4,f_1.174,-8.999999999999986,64.19948058816841,3406.7251373111358,attack,14226
600.4,f_1.178,-8.999999999999986,60.36461931049581,3067.7299115448395,attack,14226
600.5,f_0.167,-8.999999999999986,50.50066024845245,3928.76322818242,attack,14226
600.5,f_0.168,-8.999999999999986,50.492726657519185,3895.088992519704,attack,14226
600.5,f_0.179,-8.999999999999986,62.088128055132984,3284.7091326872774,attack,14226
600.5,f_1.162,-8.999999999999986,50.498626034837166,4001.5610099124324,attack,14226
600.5,f_1.165,-8.999999999999986,50.53483711576527,3788.031663459623,attack,14226
600.5,f_1.166,-8.999999999999986,50.523872312029006,3754.3428227617146,attack,14226
600.5,f_1.173,-8.999999999999986,59.97714837939752,3448.00497563634,attack,14226
600.5,f_1.174,-8.999999999999986,62.18623458816842,3409.505106134089,attack,14226
600.5,f_1.178,-8.999999999999986,58.351373310495816,3070.3384470134033,attack,14226
600.6,f_0.179,-8.999999999999986,60.07488205513299,3287.3947157630473,attack,14226
600.6,f_1.173,-8.999999999999986,57.963902379397524,3450.5961896331123,attack,14226
600.6,f_1.174,-8.999999999999986,60.172988588168415,3412.1950749570424,attack,14226
600.6,f_1.178,-8.999999999999986,56.338127310495814,3072.8569824819674,attack,14226
600.6,f_1.179,-4.569231397036901,62.19666697680372,3036.3442232635834,attack,14226
600.7,f_0.179,-8.999999999999986,58.06163605513299,3289.9902988388176,attack,14226
