scenario,interval_begin,interval_id,interval_flow,interval_harmonicMeanSpeed
attack,600.0,E0_0_2300m,1830.0,24.31866666666667
attack,600.0,E0_0_2400m,1836.4,24.218
attack,600.0,E0_0_2500m,1841.2,24.098000000000006
attack,600.0,E0_0_2600m,1844.0,23.95266666666667
attack,600.0,E0_0_2700m,1841.6,23.710333333333335
attack,600.0,E0_0_2800m,1844.4,23.334999999999997
attack,600.0,E0_0_2900m,1844.8,22.703333333333333
attack,600.0,E0_0_3000m,1841.6,21.641666666666666
attack,600.0,E0_0_300m,1890.0,25.903666666666666
attack,600.0,E0_0_3100m,1861.2,21.572333333333333
attack,600.0,E0_0_3200m,1906.0,21.753666666666668
attack,600.0,E0_0_3300m,1914.0,21.852666666666664
attack,600.0,E0_0_3400m,1911.2,21.907666666666664
attack,600.0,E0_0_3500m,1910.0,21.881000000000007
attack,600.0,E0_0_3600m,1910.0,21.880999999999997
attack,600.0,E0_0_3700m,1909.2,21.938000000000002
attack,600.0,E0_0_3800m,1906.4,21.932666666666663
attack,600.0,E0_0_3900m,1910.0,21.967999999999996
attack,600.0,E0_0_4000m,1910.8,22.749666666666666
attack,600.0,E0_0_400m,1880.0,25.819333333333336
attack,600.0,E0_0_4100m,1874.8,24.86466666666667
attack,600.0,E0_0_4200m,1874.8,24.908000000000005
attack,600.0,E0_0_4300m,1881.6,24.79033333333333
attack,600.0,E0_0_4400m,1886.4,24.668999999999997
attack,600.0,E0_0_4500m,1883.2,24.532666666666668
attack,600.0,E0_0_4600m,1876.0,24.410000000000004
attack,600.0,E0_0_4700m,1869.6,24.336666666666662
attack,600.0,E0_0_4800m,1867.2,24.294333333333334
attack,600.0,E0_0_4900m,1865.2,24.253000000000004
attack,600.0,E0_0_5000m,1872.0,24.247333333333334
attack,600.0,E0_0_500m,1870.8,25.695
attack,600.0,E0_0_600m,1860.8,25.569333333333336
attack,600.0,E0_0_700m,1856.8,25.46766666666667
attack,600.0,E0_0_800m,1853.2,25.379000000000005
attack,600.0,E0_0_900m,1852.0,25.260666666666665
attack,600.0,E0_1_0m,0.0,-1.0
attack,600.0,E0_1_1000m,2215.2,26.631333333333327
attack,600.0,E0_1_100m,2173.2,27.248666666666672
attack,600.0,E0_1_1100m,2222.8,26.560000000000002
attack,600.0,E0_1_1200m,2223.6,26.48333333333333
attack,600.0,E0_1_1300m,2231.2,26.37900000000001
attack,600.0,E0_1_1400m,2235.2,26.285999999999998
attack,600.0,E0_1_1500m,2238.0,26.232666666666663
attack,600.0,E0_1_1600m,2236.8,26.181666666666665
attack,600.0,E0_1_1700m,2230.4,26.103333333333328
attack,600.0,E0_1_1800m,2229.6,26.03633333333334
attack,600.0,E0_1_1900m,2228.8,25.982666666666667
attack,600.0,E0_1_2000m,2231.2,25.935
attack,600.0,E0_1_200m,2174.4,27.560000000000002
attack,600.0,E0_1_2100m,2232.0,25.887333333333334
attack,600.0,E0_1_2200m,2230.8,25.836666666666666
attack,600.0,E0_1_2300m,2226.8,25.776999999999997
attack,600.0,E0_1_2400m,2222.8,25.67366666666667
attack,600.0,E0_1_2500m,2224.4,25.513333333333332
attack,600.0,E0_1_2600m,2224.4,25.280000000000005
attack,600.0,E0_1_2700m,2225.2,24.957333333333334
attack,600.0,E0_1_2800m,2214.4,24.463666666666672
attack,600.0,E0_1_2900m,2210.8,23.729333333333336
attack,600.0,E0_1_3000m,2210.4,22.654333333333334
attack,600.0,E0_1_300m,2185.2,27.507333333333335
attack,600.0,E0_1_3100m,2185.6,22.454333333333338
attack,600.0,E0_1_3200m,2136.4,22.438999999999997
attack,600.0,E0_1_3300m,2123.2,22.410000000000007
attack,600.0,E0_1_3400m,2110.4,22.37666666666667
attack,600.0,E0_1_3500m,2102.0,22.36266666666667
attack,600.0,E0_1_3600m,2094.4,22.343000000000004
attack,600.0,E0_1_3700m,2085.6,22.337666666666667
attack,600.0,E0_1_3800m,2076.4,22.334
attack,600.0,E0_1_3900m,2063.2,22.366666666666664
attack,600.0,E0_1_4000m,2059.2,23.40533333333333
attack,600.0,E0_1_400m,2188.4,27.39666666666667
attack,600.0,E0_1_4100m,2101.6,26.388333333333332
attack,600.0,E0_1_4200m,2112.4,26.634666666666668
attack,600.0,E0_1_4300m,2114.0,26.591999999999995
attack,600.0,E0_1_4400m,2117.6,26.477666666666664
attack,600.0,E0_1_4500m,2128.4,26.362
attack,600.0,E0_1_4600m,2139.2,26.264333333333337
attack,600.0,E0_1_4700m,2148.4,26.190333333333335
attack,600.0,E0_1_4800m,2152.4,26.126333333333335
attack,600.0,E0_1_4900m,2161.6,26.101666666666667
attack,600.0,E0_1_5000m,2168.4,26.083999999999996
attack,600.0,E0_1_500m,2197.6,27.259999999999994
attack,600.0,E0_1_600m,2209.2,27.124999999999996
attack,600.0,E0_1_700m,2217.6,27.000333333333337
attack,600.0,E0_1_800m,2220.8,26.85466666666667
attack,600.0,E0_1_900m,2218.4,26.744000000000003
attack,900.0,E0_0_0m,0.0,-1.0
attack,900.0,E0_0_1000m,1806.8,25.337666666666667
attack,900.0,E0_0_100m,1846.4,26.112666666666666
attack,900.0,E0_0_1100m,1798.8,25.268000000000004
attack,900.0,E0_0_1200m,1794.0,25.211
attack,900.0,E0_0_1300m,1791.2,25.14766666666667
attack,900.0,E0_0_1400m,1791.6,25.09133333333334
attack,900.0,E0_0_1500m,1788.0,25.038
attack,900.0,E0_0_1600m,1795.6,24.97433333333333
attack,900.0,E0_0_1700m,1801.2,24.908333333333335
attack,900.0,E0_0_1800m,1797.2,24.841
attack,900.0,E0_0_1900m,1799.6,24.805
attack,900.0,E0_0_2000m,1805.2,24.764
attack,900.0,E0_0_200m,1857.2,26.172333333333327
attack,900.0,E0_0_2100m,1808.0,24.72533333333333
attack,900.0,E0_0_2200m,1812.4,24.663333333333338
attack,900.0,E0_0_2300m,1820.8,24.615999999999996
attack,900.0,E0_0_2400m,1819.6,24.551000000000002
attack,900.0,E0_0_2500m,1819.6,24.446666666666673
attack,900.0,E0_0_2600m,1828.0,24.285666666666668
attack,900.0,E0_0_2700m,1830.0,24.040333333333326
attack,900.0,E0_0_2800m,1832.4,23.59333333333333
attack,900.0,E0_0_2900m,1836.4,22.91033333333333
attack,900.0,E0_0_3000m,1828.8,21.750666666666667
attack,900.0,E0_0_300m,1847.6,26.122333333333344
attack,900.0,E0_0_3100m,1858.0,21.671666666666663
attack,900.0,E0_0_3200m,1914.0,21.871666666666663
attack,900.0,E0_0_3300m,1922.0,21.96566666666667
attack,900.0,E0_0_3400m,1934.8,21.993999999999996
attack,900.0,E0_0_3500m,1944.0,21.993000000000006
attack,900.0,E0_0_3600m,1948.0,21.99066666666666
attack,900.0,E0_0_3700m,1954.8,22.011000000000003
attack,900.0,E0_0_3800m,1958.0,22.05633333333333
attack,900.0,E0_0_3900m,1960.0,22.10133333333333
attack,900.0,E0_0_4000m,1966.8,22.919333333333338
attack,900.0,E0_0_400m,1835.2,26.018000000000008
attack,900.0,E0_0_4100m,1947.2,25.358333333333338
attack,900.0,E0_0_4200m,1951.2,25.430333333333337
attack,900.0,E0_0_4300m,1950.4,25.291333333333334
attack,900.0,E0_0_4400m,1948.4,25.16066666666667
attack,900.0,E0_0_4500m,1943.2,25.043666666666663
attack,900.0,E0_0_4600m,1931.2,24.936333333333334
attack,900.0,E0_0_4700m,1923.2,24.853999999999996
attack,900.0,E0_0_4800m,1919.6,24.764333333333333
attack,900.0,E0_0_4900m,1912.4,24.698666666666668
attack,900.0,E0_0_5000m,1905.6,24.650333333333332
attack,900.0,E0_0_500m,1828.8,25.891
attack,900.0,E0_0_600m,1827.2,25.765666666666664
attack,900.0,E0_0_700m,1817.6,25.64333333333333
attack,900.0,E0_0_800m,1820.0,25.532999999999998
attack,900.0,E0_0_900m,1814.8,25.417666666666666
attack,900.0,E0_1_0m,0.0,-1.0
attack,900.0,E0_1_1000m,2184.4,26.784999999999993
attack,900.0,E0_1_100m,2137.6,27.437333333333335
attack,900.0,E0_1_1100m,2191.2,26.694333333333336
attack,900.0,E0_1_1200m,2188.8,26.631333333333338
attack,900.0,E0_1_1300m,2192.0,26.574
attack,900.0,E0_1_1400m,2190.0,26.498666666666665
attack,900.0,E0_1_1500m,2192.0,26.447
attack,900.0,E0_1_1600m,2190.0,26.415
attack,900.0,E0_1_1700m,2197.2,26.362000000000005
attack,900.0,E0_1_1800m,2198.8,26.278333333333325
attack,900.0,E0_1_1900m,2196.8,26.219333333333335
attack,900.0,E0_1_2000m,2201.2,26.15566666666667
attack,900.0,E0_1_200m,2122.4,27.783333333333335
attack,900.0,E0_1_2100m,2204.0,26.102333333333338
attack,900.0,E0_1_2200m,2206.8,26.04633333333333
attack,900.0,E0_1_2300m,2205.2,25.981666666666673
attack,900.0,E0_1_2400m,2206.0,25.883
attack,900.0,E0_1_2500m,2200.0,25.757333333333335
attack,900.0,E0_1_2600m,2197.6,25.563333333333333
attack,900.0,E0_1_2700m,2196.8,25.238999999999997
attack,900.0,E0_1_2800m,2205.2,24.708666666666666
attack,900.0,E0_1_2900m,2203.6,23.893666666666668
attack,900.0,E0_1_3000m,2211.2,22.703000000000007
attack,900.0,E0_1_300m,2131.6,27.74866666666667
attack,900.0,E0_1_3100m,2179.6,22.490333333333336
attack,900.0,E0_1_3200m,2128.0,22.469666666666676
attack,900.0,E0_1_3300m,2125.2,22.433666666666667
attack,900.0,E0_1_3400m,2125.2,22.410999999999998
attack,900.0,E0_1_3500m,2122.0,22.393000000000004
attack,900.0,E0_1_3600m,2125.6,22.37933333333333
attack,900.0,E0_1_3700m,2130.0,22.36200000000001
attack,900.0,E0_1_3800m,2130.0,22.353000000000005
attack,900.0,E0_1_3900m,2132.4,22.380000000000003
attack,900.0,E0_1_4000m,2122.8,23.425666666666665
attack,900.0,E0_1_400m,2148.8,27.64766666666667
attack,900.0,E0_1_4100m,2147.2,26.609666666666662
attack,900.0,E0_1_4200m,2144.0,26.971666666666668
attack,900.0,E0_1_4300m,2143.6,26.94466666666667
attack,900.0,E0_1_4400m,2144.8,26.84066666666667
attack,900.0,E0_1_4500m,2148.0,26.741999999999997
attack,900.0,E0_1_4600m,2153.2,26.662
attack,900.0,E0_1_4700m,2153.2,26.594333333333335
attack,900.0,E0_1_4800m,2153.6,26.51666666666667
attack,900.0,E0_1_4900m,2154.4,26.435333333333336
attack,900.0,E0_1_5000m,2153.2,26.392666666666667
attack,900.0,E0_1_500m,2156.4,27.508
attack,900.0,E0_1_600m,2165.6,27.348000000000003
attack,900.0,E0_1_700m,2170.8,27.195666666666668
attack,900.0,E0_1_800m,2172.4,27.045333333333335
attack,900.0,E0_1_900m,2179.6,26.897666666666662
attack,1200.0,E0_0_0m,0.0,-1.0
attack,1200.0,E0_0_1000m,1808.8,25.101
attack,1200.0,E0_0_100m,1846.4,25.875333333333334
attack,1200.0,E0_0_1100m,1807.2,25.01
attack,1200.0,E0_0_1200m,1805.2,24.928
attack,1200.0,E0_0_1300m,1800.4,24.833000000000006
attack,1200.0,E0_0_1400m,1798.0,24.779999999999998
attack,1200.0,E0_0_1500m,1800.4,24.72733333333333
attack,1200.0,E0_0_1600m,1796.4,24.65333333333333
attack,1200.0,E0_0_1700m,1787.6,24.571666666666662
attack,1200.0,E0_0_1800m,1787.2,24.51133333333333
attack,1200.0,E0_0_1900m,1792.0,24.464000000000002
attack,1200.0,E0_0_2000m,1786.8,24.391
attack,1200.0,E0_0_200m,1859.6,25.927999999999997
attack,1200.0,E0_0_2100m,1788.4,24.33966666666667
attack,1200.0,E0_0_2200m,1788.4,24.263666666666662
attack,1200.0,E0_0_2300m,1789.2,24.202333333333335
attack,1200.0,E0_0_2400m,1793.2,24.14433333333334
attack,1200.0,E0_0_2500m,1798.8,24.06
attack,1200.0,E0_0_2600m,1796.0,23.932333333333325
attack,1200.0,E0_0_2700m,1799.2,23.723666666666663
attack,1200.0,E0_0_2800m,1792.0,23.412666666666667
attack,1200.0,E0_0_2900m,1796.4,22.79266666666667
attack,1200.0,E0_0_3000m,1795.6,21.7
attack,1200.0,E0_0_300m,1850.0,25.862333333333332
attack,1200.0,E0_0_3100m,1828.4,21.62933333333334
attack,1200.0,E0_0_3200m,1884.4,21.813666666666663
attack,1200.0,E0_0_3300m,1886.0,21.892
attack,1200.0,E0_0_3400m,1886.0,21.900999999999996
attack,1200.0,E0_0_3500m,1888.4,21.91466666666667
attack,1200.0,E0_0_3600m,1890.8,21.936999999999998
attack,1200.0,E0_0_3700m,1892.0,21.973666666666663
attack,1200.0,E0_0_3800m,1893.2,21.99833333333333
attack,1200.0,E0_0_3900m,1896.4,22.038333333333338
attack,1200.0,E0_0_4000m,1900.0,22.802666666666664
attack,1200.0,E0_0_400m,1841.2,25.759999999999998
attack,1200.0,E0_0_4100m,1870.4,25.158000000000005
attack,1200.0,E0_0_4200m,1864.0,25.221333333333334
attack,1200.0,E0_0_4300m,1859.6,25.130333333333333
attack,1200.0,E0_0_4400m,1861.6,25.033666666666665
attack,1200.0,E0_0_4500m,1863.6,24.931666666666665
attack,1200.0,E0_0_4600m,1858.8,24.824666666666662
attack,1200.0,E0_0_4700m,1855.6,24.74566666666666
attack,1200.0,E0_0_4800m,1849.6,24.70933333333333
attack,1200.0,E0_0_4900m,1851.6,24.696666666666665
attack,1200.0,E0_0_5000m,1851.6,24.693666666666665
attack,1200.0,E0_0_500m,1835.2,25.626666666666672
attack,1200.0,E0_0_600m,1827.6,25.51333333333333
attack,1200.0,E0_0_700m,1822.4,25.405333333333335
attack,1200.0,E0_0_800m,1817.2,25.317333333333337
attack,1200.0,E0_0_900m,1812.4,25.20966666666667
attack,1200.0,E0_1_0m,0.0,-1.0
attack,1200.0,E0_1_1000m,2202.4,26.54266666666667
attack,1200.0,E0_1_100m,2175.2,27.186666666666667
attack,1200.0,E0_1_1100m,2206.0,26.426000000000002
attack,1200.0,E0_1_1200m,2207.6,26.308999999999994
attack,1200.0,E0_1_1300m,2202.8,26.203
attack,1200.0,E0_1_1400m,2200.0,26.10766666666667
attack,1200.0,E0_1_1500m,2196.8,26.024333333333335
attack,1200.0,E0_1_1600m,2197.2,25.94166666666667
attack,1200.0,E0_1_1700m,2203.6,25.877000000000002
attack,1200.0,E0_1_1800m,2207.2,25.836666666666666
attack,1200.0,E0_1_1900m,2208.0,25.788666666666664
attack,1200.0,E0_1_2000m,2204.8,25.72433333333333
attack,1200.0,E0_1_200m,2169.6,27.49933333333333
attack,1200.0,E0_1_2100m,2198.4,25.664666666666665
attack,1200.0,E0_1_2200m,2198.4,25.6
attack,1200.0,E0_1_2300m,2199.6,25.518666666666668
attack,1200.0,E0_1_2400m,2203.6,25.42366666666667
attack,1200.0,E0_1_2500m,2215.2,25.29366666666667
attack,1200.0,E0_1_2600m,2216.4,25.102
attack,1200.0,E0_1_2700m,2214.8,24.842666666666666
attack,1200.0,E0_1_2800m,2210.8,24.435333333333332
attack,1200.0,E0_1_2900m,2204.4,23.741333333333337
attack,1200.0,E0_1_3000m,2202.0,22.607666666666667
attack,1200.0,E0_1_300m,2177.6,27.42333333333334
attack,1200.0,E0_1_3100m,2170.4,22.434333333333335
attack,1200.0,E0_1_3200m,2107.6,22.438
attack,1200.0,E0_1_3300m,2100.0,22.414333333333335
attack,1200.0,E0_1_3400m,2088.8,22.38533333333333
attack,1200.0,E0_1_3500m,2084.8,22.371666666666666
attack,1200.0,E0_1_3600m,2076.4,22.35533333333333
