interval_begin,interval_id_combined,link,pos,SPR,FR,interval_harmonicMeanSpeed_attack,interval_harmonicMeanSpeed_base,interval_flow_attack,interval_flow_base
300.0,E0_2500m,E0,2500,1.0,1.0,24.82,24.82,4002.8,4002.8
300.0,E0_2600m,E0,2600,1.0,1.0,24.79,24.79,3998.8,3998.8
300.0,E0_2700m,E0,2700,1.0,1.0,24.74,24.74,4000.8,4000.8
300.0,E0_2800m,E0,2800,1.0,1.0,24.7,24.7,4008.0,4008.0
300.0,E0_2900m,E0,2900,1.0,1.0,24.66,24.66,4009.2,4009.2
300.0,E0_3000m,E0,3000,1.0,1.0,24.61,24.61,4014.0,4014.0
300.0,E0_3100m,E0,3100,1.0,1.0,24.56,24.56,4014.0,4014.0
300.0,E0_3200m,E0,3200,1.0,1.0,24.52,24.52,4014.4,4014.4
300.0,E0_3300m,E0,3300,1.0,1.0,24.5,24.5,4013.6,4013.6
300.0,E0_3400m,E0,3400,1.0,1.0,24.45,24.45,4016.0,4016.0
300.0,E0_3500m,E0,3500,1.0,1.0,24.43,24.43,4024.0,4024.0
300.0,E0_3600m,E0,3600,1.0,1.0,24.4,24.4,4031.6,4031.6
300.0,E0_3700m,E0,3700,1.0,1.0,24.36,24.36,4034.0,4034.0
300.0,E0_3800m,E0,3800,1.0,1.0,24.33,24.33,4040.0,4040.0
300.0,E0_3900m,E0,3900,1.0,1.0,24.31,24.31,4042.0,4042.0
300.0,E0_4000m,E0,4000,1.0,1.0,24.28,24.28,4039.6,4039.6
300.0,E0_4100m,E0,4100,1.0,1.0,24.28,24.28,4034.8,4034.8
300.0,E0_4200m,E0,4200,1.0,1.0,24.26,24.26,4027.6,4027.6
300.0,E0_4300m,E0,4300,1.0,1.0,24.25,24.25,4021.2,4021.2
300.0,E0_4400m,E0,4400,1.0,1.0,24.25,24.25,4014.0,4014.0
300.0,E0_4500m,E0,4500,1.0,1.0,24.26,24.26,4011.6,4011.6
300.0,E0_4600m,E0,4600,1.0,1.0,24.28,24.28,4017.6,4017.6
300.0,E0_4700m,E0,4700,1.0,1.0,24.3,24.3,4025.6,4025.6
300.0,E0_4800m,E0,4800,1.0,1.0,24.33,24.33,4031.6,4031.6
300.0,E0_4900m,E0,4900,1.0,1.0,24.39,24.39,4026.0,4026.0
300.0,E0_5000m,E0,5000,1.0,1.0,24.46,24.46,4008.4,4008.4
600.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
600.0,E0_100m,E0,100,0.99,1.0,26.54,26.75,4074.8,4074.0
600.0,E0_200m,E0,200,1.0,1.0,26.75,26.88,4076.4,4076.4
600.0,E0_300m,E0,300,1.0,1.0,26.71,26.81,4075.2,4075.6
600.0,E0_400m,E0,400,1.0,1.0,26.61,26.68,4068.4,4068.4
600.0,E0_500m,E0,500,1.0,1.0,26.48,26.54,4068.4,4069.2
600.0,E0_600m,E0,600,1.0,1.0,26.35,26.41,4070.0,4072.0
600.0,E0_700m,E0,700,1.0,1.0,26.23,26.28,4074.4,4074.8
600.0,E0_800m,E0,800,1.0,1.0,26.12,26.16,4074.0,4074.4
600.0,E0_900m,E0,900,1.0,1.0,26.0,26.04,4070.4,4069.6
600.0,E0_1000m,E0,1000,1.0,1.0,25.89,25.95,4066.8,4068.0
600.0,E0_1100m,E0,1100,1.0,1.0,25.81,25.85,4068.8,4072.0
600.0,E0_1200m,E0,1200,1.0,1.0,25.72,25.74,4068.8,4070.0
600.0,E0_1300m,E0,1300,1.0,1.0,25.64,25.65,4074.4,4075.6
600.0,E0_1400m,E0,1400,1.0,1.0,25.54,25.56,4079.2,4079.2
600.0,E0_1500m,E0,1500,1.0,1.0,25.48,25.5,4077.6,4078.4
600.0,E0_1600m,E0,1600,1.0,1.0,25.43,25.46,4068.0,4070.0
600.0,E0_1700m,E0,1700,1.0,1.0,25.37,25.4,4059.2,4063.2
600.0,E0_1800m,E0,1800,1.0,1.0,25.32,25.34,4062.8,4065.6
600.0,E0_1900m,E0,1900,1.0,1.0,25.26,25.28,4058.8,4062.0
600.0,E0_2000m,E0,2000,1.0,1.0,25.22,25.22,4056.4,4061.6
600.0,E0_2100m,E0,2100,1.0,1.0,25.18,25.17,4059.2,4061.6
600.0,E0_2200m,E0,2200,1.0,1.0,25.12,25.13,4054.0,4058.8
600.0,E0_2300m,E0,2300,1.0,1.0,25.05,25.08,4056.8,4063.6
600.0,E0_2400m,E0,2400,1.0,1.0,24.95,25.02,4059.2,4064.4
600.0,E0_2500m,E0,2500,0.99,1.0,24.81,24.96,4065.6,4070.0
600.0,E0_2600m,E0,2600,0.99,1.0,24.62,24.92,4068.4,4073.6
600.0,E0_2700m,E0,2700,0.98,1.0,24.33,24.87,4066.8,4075.2
600.0,E0_2800m,E0,2800,0.96,1.0,23.9,24.84,4058.8,4069.2
600.0,E0_2900m,E0,2900,0.94,1.0,23.22,24.78,4055.6,4070.0
600.0,E0_3000m,E0,3000,0.9,1.0,22.15,24.71,4052.0,4068.8
600.0,E0_3100m,E0,3100,0.89,0.99,22.01,24.65,4046.8,4068.0
600.0,E0_3200m,E0,3200,0.9,0.99,22.1,24.6,4042.4,4070.4
600.0,E0_3300m,E0,3300,0.9,0.99,22.13,24.55,4037.2,4070.4
600.0,E0_3400m,E0,3400,0.9,0.99,22.14,24.52,4021.6,4066.4
600.0,E0_3500m,E0,3500,0.9,0.99,22.12,24.5,4012.0,4059.6
600.0,E0_3600m,E0,3600,0.9,0.99,22.11,24.5,4004.4,4055.6
600.0,E0_3700m,E0,3700,0.9,0.99,22.14,24.49,3994.8,4048.8
600.0,E0_3800m,E0,3800,0.9,0.99,22.13,24.47,3982.8,4041.6
600.0,E0_3900m,E0,3900,0.91,0.98,22.17,24.45,3973.2,4036.0
600.0,E0_4000m,E0,4000,0.94,0.98,23.08,24.43,3970.0,4034.0
600.0,E0_4100m,E0,4100,1.05,0.99,25.63,24.41,3976.4,4036.0
600.0,E0_4200m,E0,4200,1.06,0.99,25.77,24.39,3987.2,4039.2
600.0,E0_4300m,E0,4300,1.05,0.99,25.69,24.38,3995.6,4044.0
600.0,E0_4400m,E0,4400,1.05,0.99,25.57,24.38,4004.0,4052.4
600.0,E0_4500m,E0,4500,1.04,0.99,25.45,24.37,4011.6,4062.0
600.0,E0_4600m,E0,4600,1.04,0.99,25.34,24.36,4015.2,4064.0
600.0,E0_4700m,E0,4700,1.04,0.99,25.26,24.37,4018.0,4064.0
600.0,E0_4800m,E0,4800,1.03,0.99,25.21,24.4,4019.6,4066.0
600.0,E0_4900m,E0,4900,1.03,0.99,25.18,24.44,4026.8,4073.6
600.0,E0_5000m,E0,5000,1.03,0.99,25.17,24.5,4040.4,4084.0
900.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
900.0,E0_100m,E0,100,0.99,1.0,26.78,26.97,3984.0,3983.6
900.0,E0_200m,E0,200,1.0,1.0,26.98,27.07,3979.6,3980.4
900.0,E0_300m,E0,300,1.0,1.0,26.94,26.98,3979.2,3978.0
900.0,E0_400m,E0,400,1.0,1.0,26.83,26.85,3984.0,3984.8
900.0,E0_500m,E0,500,1.0,1.0,26.7,26.69,3985.2,3984.8
900.0,E0_600m,E0,600,1.0,1.0,26.56,26.54,3992.8,3990.0
900.0,E0_700m,E0,700,1.0,1.0,26.42,26.39,3988.4,3987.2
900.0,E0_800m,E0,800,1.0,1.0,26.29,26.25,3992.4,3991.6
900.0,E0_900m,E0,900,1.0,1.0,26.16,26.12,3994.4,3993.6
900.0,E0_1000m,E0,1000,1.0,1.0,26.06,26.03,3991.2,3989.2
900.0,E0_1100m,E0,1100,1.0,1.0,25.98,25.94,3990.0,3984.8
900.0,E0_1200m,E0,1200,1.0,1.0,25.92,25.87,3982.8,3978.8
900.0,E0_1300m,E0,1300,1.0,1.0,25.86,25.82,3983.2,3977.6
900.0,E0_1400m,E0,1400,1.0,1.0,25.8,25.77,3981.6,3976.8
900.0,E0_1500m,E0,1500,1.0,1.0,25.74,25.73,3980.0,3975.2
900.0,E0_1600m,E0,1600,1.0,1.0,25.69,25.69,3985.6,3981.6
900.0,E0_1700m,E0,1700,1.0,1.0,25.64,25.64,3998.4,3991.6
900.0,E0_1800m,E0,1800,1.0,1.0,25.56,25.58,3996.0,3990.4
900.0,E0_1900m,E0,1900,1.0,1.0,25.51,25.52,3996.4,3989.6
900.0,E0_2000m,E0,2000,1.0,1.0,25.46,25.49,4006.4,3998.0
900.0,E0_2100m,E0,2100,1.0,1.0,25.41,25.47,4012.0,4009.2
900.0,E0_2200m,E0,2200,1.0,1.0,25.35,25.45,4019.2,4013.6
900.0,E0_2300m,E0,2300,0.99,1.0,25.3,25.43,4026.0,4018.4
900.0,E0_2400m,E0,2400,0.99,1.0,25.22,25.41,4025.6,4017.6
900.0,E0_2500m,E0,2500,0.99,1.0,25.1,25.39,4019.6,4014.0
900.0,E0_2600m,E0,2600,0.98,1.0,24.92,25.35,4025.6,4015.6
900.0,E0_2700m,E0,2700,0.97,1.0,24.64,25.31,4026.8,4016.0
900.0,E0_2800m,E0,2800,0.96,1.0,24.15,25.27,4037.6,4024.4
900.0,E0_2900m,E0,2900,0.93,1.0,23.4,25.24,4040.0,4026.8
900.0,E0_3000m,E0,3000,0.88,1.0,22.23,25.18,4040.0,4030.8
900.0,E0_3100m,E0,3100,0.88,1.0,22.08,25.14,4037.6,4030.0
900.0,E0_3200m,E0,3200,0.88,1.0,22.17,25.1,4042.0,4032.0
900.0,E0_3300m,E0,3300,0.88,1.0,22.2,25.09,4047.2,4037.6
900.0,E0_3400m,E0,3400,0.89,1.0,22.2,25.05,4060.0,4047.6
900.0,E0_3500m,E0,3500,0.89,1.0,22.19,25.04,4066.0,4060.4
900.0,E0_3600m,E0,3600,0.89,1.0,22.18,25.02,4073.6,4071.6
900.0,E0_3700m,E0,3700,0.89,1.0,22.19,24.97,4084.8,4092.0
900.0,E0_3800m,E0,3800,0.89,1.0,22.2,24.93,4088.0,4104.8
900.0,E0_3900m,E0,3900,0.89,1.0,22.24,24.87,4092.4,4110.0
900.0,E0_4000m,E0,4000,0.93,0.99,23.17,24.82,4089.6,4112.4
900.0,E0_4100m,E0,4100,1.05,0.99,25.98,24.78,4094.4,4121.2
900.0,E0_4200m,E0,4200,1.06,0.99,26.2,24.75,4095.2,4127.6
900.0,E0_4300m,E0,4300,1.06,0.99,26.12,24.72,4094.0,4132.4
900.0,E0_4400m,E0,4400,1.05,0.99,26.0,24.7,4093.2,4130.0
900.0,E0_4500m,E0,4500,1.05,0.99,25.89,24.68,4091.2,4122.0
900.0,E0_4600m,E0,4600,1.05,0.99,25.8,24.67,4084.4,4112.8
900.0,E0_4700m,E0,4700,1.04,0.99,25.72,24.69,4076.4,4106.0
900.0,E0_4800m,E0,4800,1.04,0.99,25.64,24.7,4073.2,4102.0
900.0,E0_4900m,E0,4900,1.03,0.99,25.57,24.73,4066.8,4091.6
900.0,E0_5000m,E0,5000,1.03,0.99,25.52,24.76,4058.8,4084.4
1200.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
1200.0,E0_100m,E0,100,0.99,1.0,26.53,26.75,4021.6,4021.2
1200.0,E0_200m,E0,200,0.99,1.0,26.71,26.86,4029.2,4027.6
1200.0,E0_300m,E0,300,1.0,1.0,26.64,26.75,4027.6,4028.0
1200.0,E0_400m,E0,400,1.0,1.0,26.53,26.6,4029.6,4028.4
1200.0,E0_500m,E0,500,1.0,1.0,26.4,26.48,4031.2,4029.6
1200.0,E0_600m,E0,600,1.0,1.0,26.29,26.38,4020.4,4022.0
1200.0,E0_700m,E0,700,1.0,1.0,26.18,26.26,4021.6,4020.0
1200.0,E0_800m,E0,800,1.0,1.0,26.06,26.13,4017.6,4018.0
1200.0,E0_900m,E0,900,1.0,1.0,25.95,26.01,4015.2,4015.2
1200.0,E0_1000m,E0,1000,1.0,1.0,25.82,25.9,4011.2,4009.6
1200.0,E0_1100m,E0,1100,1.0,1.0,25.72,25.79,4013.2,4011.6
1200.0,E0_1200m,E0,1200,1.0,1.0,25.62,25.67,4012.8,4013.6
1200.0,E0_1300m,E0,1300,1.0,1.0,25.52,25.56,4003.2,4007.6
1200.0,E0_1400m,E0,1400,1.0,1.0,25.44,25.5,3998.0,4002.8
1200.0,E0_1500m,E0,1500,1.0,1.0,25.38,25.43,3997.2,4002.0
1200.0,E0_1600m,E0,1600,1.0,1.0,25.3,25.36,3993.6,3996.8
1200.0,E0_1700m,E0,1700,1.0,1.0,25.22,25.3,3991.2,3996.8
1200.0,E0_1800m,E0,1800,1.0,1.0,25.17,25.26,3994.4,4002.0
1200.0,E0_1900m,E0,1900,1.0,1.0,25.13,25.2,4000.0,4007.6
1200.0,E0_2000m,E0,2000,1.0,1.0,25.06,25.13,3991.6,4000.0
1200.0,E0_2100m,E0,2100,1.0,1.0,25.0,25.07,3986.8,3992.0
1200.0,E0_2200m,E0,2200,1.0,1.0,24.93,25.01,3986.8,3994.4
1200.0,E0_2300m,E0,2300,1.0,1.0,24.86,24.96,3988.8,3996.8
1200.0,E0_2400m,E0,2400,0.99,1.0,24.78,24.92,3996.8,4006.8
1200.0,E0_2500m,E0,2500,0.99,1.0,24.68,24.89,4014.0,4024.4
1200.0,E0_2600m,E0,2600,0.99,1.0,24.52,24.86,4012.4,4026.8
1200.0,E0_2700m,E0,2700,0.98,1.0,24.28,24.83,4014.0,4025.2
1200.0,E0_2800m,E0,2800,0.96,1.0,23.92,24.82,4002.8,4016.8
1200.0,E0_2900m,E0,2900,0.94,1.0,23.27,24.81,4000.8,4011.6
1200.0,E0_3000m,E0,3000,0.89,1.0,22.15,24.8,3997.6,4006.0
1200.0,E0_3100m,E0,3100,0.89,1.0,22.03,24.79,3998.8,4007.6
1200.0,E0_3200m,E0,3200,0.89,1.0,22.13,24.78,3992.0,4003.2
1200.0,E0_3300m,E0,3300,0.9,1.0,22.15,24.75,3986.0,3995.6
1200.0,E0_3400m,E0,3400,0.9,1.0,22.14,24.72,3974.8,3982.0
1200.0,E0_3500m,E0,3500,0.9,1.0,22.14,24.69,3973.2,3973.6
1200.0,E0_3600m,E0,3600,0.9,1.0,22.15,24.68,3967.2,3963.6
1200.0,E0_3700m,E0,3700,0.9,1.0,22.16,24.67,3966.4,3949.6
1200.0,E0_3800m,E0,3800,0.9,1.01,22.16,24.66,3968.4,3942.0
1200.0,E0_3900m,E0,3900,0.9,1.01,22.2,24.65,3967.6,3945.2
1200.0,E0_4000m,E0,4000,0.94,1.0,23.09,24.66,3966.0,3950.4
1200.0,E0_4100m,E0,4100,1.05,1.0,25.79,24.68,3960.0,3945.2
1200.0,E0_4200m,E0,4200,1.05,1.0,26.0,24.69,3957.6,3938.0
1200.0,E0_4300m,E0,4300,1.05,1.01,25.94,24.69,3956.8,3929.2
1200.0,E0_4400m,E0,4400,1.05,1.01,25.86,24.72,3956.4,3922.4
1200.0,E0_4500m,E0,4500,1.04,1.01,25.77,24.73,3957.2,3924.0
1200.0,E0_4600m,E0,4600,1.04,1.01,25.67,24.75,3956.4,3928.4
1200.0,E0_4700m,E0,4700,1.03,1.01,25.6,24.76,3957.6,3935.2
1200.0,E0_4800m,E0,4800,1.03,1.01,25.56,24.77,3956.8,3932.8
1200.0,E0_4900m,E0,4900,1.03,1.01,25.55,24.8,3962.8,3939.2
1200.0,E0_5000m,E0,5000,1.03,1.0,25.54,24.82,3960.4,3940.8
1500.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
1500.0,E0_100m,E0,100,0.99,1.0,26.72,26.94,3988.4,3986.8
1500.0,E0_200m,E0,200,1.0,1.0,26.92,27.04,3980.8,3979.6
1500.0,E0_300m,E0,300,1.0,1.0,26.88,26.95,3981.2,3980.4
1500.0,E0_400m,E0,400,1.0,1.0,26.77,26.82,3979.2,3979.2
1500.0,E0_500m,E0,500,1.0,1.0,26.64,26.68,3980.8,3981.6
1500.0,E0_600m,E0,600,1.0,1.0,26.5,26.53,3982.4,3981.6
1500.0,E0_700m,E0,700,1.0,1.0,26.4,26.41,3983.2,3986.8
1500.0,E0_800m,E0,800,1.0,1.0,26.28,26.29,3986.0,3986.4
1500.0,E0_900m,E0,900,1.0,1.0,26.17,26.16,3996.8,3999.2
1500.0,E0_1000m,E0,1000,1.0,1.0,26.07,26.07,3995.6,4000.4
1500.0,E0_1100m,E0,1100,1.0,1.0,25.97,25.96,3994.4,3999.6
1500.0,E0_1200m,E0,1200,1.0,1.0,25.85,25.88,4000.8,4003.2
1500.0,E0_1300m,E0,1300,1.0,1.0,25.75,25.8,4004.8,4006.8
1500.0,E0_1400m,E0,1400,1.0,1.0,25.66,25.72,4007.6,4008.8
1500.0,E0_1500m,E0,1500,1.0,1.0,25.59,25.65,4018.0,4018.0
1500.0,E0_1600m,E0,1600,1.0,1.0,25.52,25.59,4021.6,4019.6
1500.0,E0_1700m,E0,1700,1.0,1.0,25.46,25.55,4024.4,4020.4
1500.0,E0_1800m,E0,1800,1.0,1.0,25.4,25.5,4025.6,4019.6
1500.0,E0_1900m,E0,1900,1.0,1.0,25.33,25.43,4025.2,4020.8
1500.0,E0_2000m,E0,2000,1.0,1.0,25.29,25.38,4034.0,4028.4
1500.0,E0_2100m,E0,2100,1.0,1.0,25.26,25.35,4039.6,4034.0
1500.0,E0_2200m,E0,2200,1.0,1.0,25.23,25.31,4044.8,4040.4
1500.0,E0_2300m,E0,2300,1.0,1.0,25.17,25.28,4041.2,4035.6
1500.0,E0_2400m,E0,2400,0.99,1.0,25.11,25.25,4032.8,4022.8
1500.0,E0_2500m,E0,2500,0.99,1.0,25.01,25.22,4017.6,4007.2
1500.0,E0_2600m,E0,2600,0.99,1.0,24.86,25.17,4016.0,4006.8
1500.0,E0_2700m,E0,2700,0.98,1.0,24.6,25.12,4018.0,4010.8
1500.0,E0_2800m,E0,2800,0.96,1.0,24.14,25.08,4022.4,4012.4
1500.0,E0_2900m,E0,2900,0.93,1.0,23.42,25.05,4024.4,4017.2
1500.0,E0_3000m,E0,3000,0.89,1.0,22.22,25.03,4026.0,4019.2
1500.0,E0_3100m,E0,3100,0.88,1.0,22.06,25.0,4027.6,4018.0
1500.0,E0_3200m,E0,3200,0.89,1.0,22.16,24.97,4035.2,4022.8
1500.0,E0_3300m,E0,3300,0.89,1.0,22.2,24.94,4036.8,4025.2
1500.0,E0_3400m,E0,3400,0.89,1.0,22.18,24.92,4045.6,4032.8
1500.0,E0_3500m,E0,3500,0.89,1.0,22.17,24.89,4054.0,4040.0
1500.0,E0_3600m,E0,3600,0.89,1.0,22.18,24.86,4058.4,4058.4
1500.0,E0_3700m,E0,3700,0.89,1.0,22.19,24.84,4057.6,4067.6
1500.0,E0_3800m,E0,3800,0.89,1.0,22.19,24.82,4048.0,4067.2
1500.0,E0_3900m,E0,3900,0.9,1.0,22.22,24.79,4047.6,4066.8
1500.0,E0_4000m,E0,4000,0.94,1.0,23.17,24.76,4050.4,4062.8
1500.0,E0_4100m,E0,4100,1.05,1.0,25.95,24.73,4052.8,4061.6
1500.0,E0_4200m,E0,4200,1.06,1.0,26.13,24.72,4057.2,4070.0
1500.0,E0_4300m,E0,4300,1.05,1.0,26.03,24.7,4061.6,4078.0
1500.0,E0_4400m,E0,4400,1.05,0.99,25.89,24.69,4061.2,4087.2
1500.0,E0_4500m,E0,4500,1.04,0.99,25.77,24.68,4065.2,4088.8
1500.0,E0_4600m,E0,4600,1.04,1.0,25.67,24.67,4066.4,4085.6
1500.0,E0_4700m,E0,4700,1.04,1.0,25.59,24.67,4073.6,4083.6
1500.0,E0_4800m,E0,4800,1.03,1.0,25.51,24.68,4072.8,4084.4
1500.0,E0_4900m,E0,4900,1.03,1.0,25.44,24.71,4065.6,4085.2
1500.0,E0_5000m,E0,5000,1.03,1.0,25.4,24.74,4068.0,4082.4
1800.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
1800.0,E0_100m,E0,100,0.99,1.0,26.63,26.86,4001.2,4003.6
1800.0,E0_200m,E0,200,0.99,1.0,26.79,26.95,4006.0,4008.0
1800.0,E0_300m,E0,300,1.0,1.0,26.7,26.83,4009.2,4010.4
1800.0,E0_400m,E0,400,1.0,1.0,26.57,26.68,4005.6,4006.4
1800.0,E0_500m,E0,500,1.0,1.0,26.44,26.54,4002.0,4001.2
1800.0,E0_600m,E0,600,1.0,1.0,26.31,26.4,4003.6,4002.4
1800.0,E0_700m,E0,700,1.0,1.0,26.19,26.28,4002.8,3998.8
1800.0,E0_800m,E0,800,1.0,1.0,26.08,26.17,4004.0,4000.8
1800.0,E0_900m,E0,900,1.0,1.0,25.98,26.07,3996.0,3992.4
1800.0,E0_1000m,E0,1000,1.0,1.0,25.88,25.98,4002.8,4000.4
1800.0,E0_1100m,E0,1100,1.0,1.0,25.79,25.9,4009.2,4004.8
1800.0,E0_1200m,E0,1200,1.0,1.0,25.7,25.81,4002.4,4002.0
1800.0,E0_1300m,E0,1300,1.0,1.0,25.6,25.71,4005.6,4002.0
1800.0,E0_1400m,E0,1400,1.0,1.0,25.5,25.62,4000.8,3998.8
1800.0,E0_1500m,E0,1500,0.99,1.0,25.43,25.55,3997.2,3995.6
