time_bin,detectorID,density_attack,density_base
4200.0,E0_2200m,25.34,23.32
4200.0,E0_2300m,26.43,23.48
4200.0,E0_2400m,27.74,23.58
4200.0,E0_2500m,29.31,23.68
4200.0,E0_2600m,31.17,23.8
4200.0,E0_2700m,33.27,23.87
4200.0,E0_2800m,35.84,23.94
4200.0,E0_2900m,39.15,24.0
4200.0,E0_3000m,42.0,24.08
4200.0,E0_300m,21.97,21.85
4200.0,E0_3100m,41.99,24.1
4200.0,E0_3200m,41.88,24.16
4200.0,E0_3300m,41.67,24.25
4200.0,E0_3400m,41.46,24.37
4200.0,E0_3500m,41.2,24.41
4200.0,E0_3600m,40.87,24.43
4200.0,E0_3700m,40.5,24.47
4200.0,E0_3800m,40.11,24.53
4200.0,E0_3900m,38.92,24.55
4200.0,E0_4000m,25.91,24.56
4200.0,E0_400m,21.92,21.95
4200.0,E0_4100m,19.63,24.6
4200.0,E0_4200m,19.04,24.62
4200.0,E0_4300m,19.14,24.56
4200.0,E0_4400m,19.34,24.53
4200.0,E0_4500m,19.46,24.47
4200.0,E0_4600m,19.63,24.38
4200.0,E0_4700m,19.78,24.33
4200.0,E0_4800m,19.86,24.23
4200.0,E0_4900m,19.93,24.12
4200.0,E0_500m,21.99,22.04
4200.0,E0_600m,22.01,22.05
4200.0,E0_700m,22.12,22.21
4200.0,E0_800m,22.23,22.36
4200.0,E0_900m,22.36,22.47
4500.0,E0_0m,24.19,21.68
4500.0,E0_1000m,23.03,23.03
4500.0,E0_100m,22.77,21.98
4500.0,E0_1100m,23.09,23.09
4500.0,E0_1200m,23.21,23.2
4500.0,E0_1300m,23.32,23.23
4500.0,E0_1400m,23.41,23.25
4500.0,E0_1500m,23.58,23.28
4500.0,E0_1600m,23.81,23.37
4500.0,E0_1700m,24.15,23.4
4500.0,E0_1800m,24.51,23.42
4500.0,E0_1900m,25.03,23.46
4500.0,E0_2000m,25.77,23.45
4500.0,E0_200m,22.4,22.05
4500.0,E0_2100m,26.65,23.46
4500.0,E0_2200m,27.66,23.48
4500.0,E0_2300m,28.77,23.52
4500.0,E0_2400m,30.15,23.54
4500.0,E0_2500m,31.79,23.55
4500.0,E0_2600m,33.58,23.62
4500.0,E0_2700m,35.51,23.59
4500.0,E0_2800m,37.67,23.58
4500.0,E0_2900m,40.49,23.63
4500.0,E0_3000m,43.02,23.71
4500.0,E0_300m,22.36,22.2
4500.0,E0_3100m,43.21,23.7
4500.0,E0_3200m,43.24,23.7
4500.0,E0_3300m,43.28,23.68
4500.0,E0_3400m,43.24,23.67
4500.0,E0_3500m,43.28,23.63
4500.0,E0_3600m,43.34,23.64
4500.0,E0_3700m,43.43,23.62
4500.0,E0_3800m,43.44,23.66
4500.0,E0_3900m,42.56,23.66
4500.0,E0_4000m,28.51,23.67
4500.0,E0_400m,22.42,22.41
4500.0,E0_4100m,21.5,23.68
4500.0,E0_4200m,20.8,23.7
4500.0,E0_4300m,20.9,23.72
4500.0,E0_4400m,21.02,23.72
4500.0,E0_4500m,21.2,23.76
4500.0,E0_4600m,21.26,23.78
4500.0,E0_4700m,21.35,23.81
4500.0,E0_4800m,21.44,23.77
4500.0,E0_4900m,21.54,23.75
4500.0,E0_500m,22.53,22.53
4500.0,E0_600m,22.65,22.67
4500.0,E0_700m,22.77,22.8
4500.0,E0_800m,22.8,22.85
4500.0,E0_900m,22.93,22.94
4800.0,E0_0m,24.39,21.71
4800.0,E0_1000m,22.57,22.61
4800.0,E0_100m,22.76,22.02
4800.0,E0_1100m,22.68,22.75
4800.0,E0_1200m,22.77,22.84
4800.0,E0_1300m,22.96,22.94
4800.0,E0_1400m,23.23,23.07
4800.0,E0_1500m,23.57,23.22
4800.0,E0_1600m,23.97,23.24
4800.0,E0_1700m,24.52,23.27
4800.0,E0_1800m,25.28,23.36
4800.0,E0_1900m,26.18,23.42
4800.0,E0_2000m,27.17,23.5
4800.0,E0_200m,22.3,22.02
4800.0,E0_2100m,28.13,23.62
4800.0,E0_2200m,29.22,23.66
4800.0,E0_2300m,30.52,23.72
4800.0,E0_2400m,31.98,23.76
4800.0,E0_2500m,33.58,23.83
4800.0,E0_2600m,35.29,23.91
4800.0,E0_2700m,37.01,23.97
4800.0,E0_2800m,38.86,24.03
4800.0,E0_2900m,41.4,24.05
4800.0,E0_3000m,43.65,24.01
4800.0,E0_300m,22.22,22.07
4800.0,E0_3100m,43.92,24.05
4800.0,E0_3200m,44.01,24.12
4800.0,E0_3300m,44.0,24.18
4800.0,E0_3400m,43.97,24.2
4800.0,E0_3500m,43.94,24.25
4800.0,E0_3600m,43.89,24.26
4800.0,E0_3700m,43.84,24.27
4800.0,E0_3800m,43.83,24.26
4800.0,E0_3900m,42.96,24.22
4800.0,E0_4000m,28.76,24.19
4800.0,E0_400m,22.23,22.15
4800.0,E0_4100m,21.82,24.14
4800.0,E0_4200m,21.17,24.05
4800.0,E0_4300m,21.29,24.03
4800.0,E0_4400m,21.45,24.0
4800.0,E0_4500m,21.58,23.98
4800.0,E0_4600m,21.72,23.94
4800.0,E0_4700m,21.9,23.95
4800.0,E0_4800m,21.98,23.92
4800.0,E0_4900m,22.04,23.93
4800.0,E0_500m,22.28,22.25
4800.0,E0_600m,22.33,22.35
4800.0,E0_700m,22.35,22.41
4800.0,E0_800m,22.44,22.46
4800.0,E0_900m,22.49,22.51
5100.0,E0_0m,23.75,21.15
5100.0,E0_1000m,22.31,22.4
5100.0,E0_100m,22.14,21.49
5100.0,E0_1100m,22.36,22.49
5100.0,E0_1200m,22.48,22.6
5100.0,E0_1300m,22.58,22.61
5100.0,E0_1400m,22.72,22.63
5100.0,E0_1500m,22.95,22.74
5100.0,E0_1600m,23.2,22.84
5100.0,E0_1700m,23.6,22.89
5100.0,E0_1800m,24.16,23.05
5100.0,E0_1900m,24.81,23.03
5100.0,E0_2000m,25.66,23.02
5100.0,E0_200m,21.73,21.49
5100.0,E0_2100m,26.72,23.03
5100.0,E0_2200m,27.96,23.04
5100.0,E0_2300m,29.4,23.03
5100.0,E0_2400m,31.0,23.02
5100.0,E0_2500m,32.67,23.03
5100.0,E0_2600m,34.36,23.03
5100.0,E0_2700m,36.15,22.91
5100.0,E0_2800m,38.12,22.91
5100.0,E0_2900m,40.7,22.92
5100.0,E0_3000m,43.19,22.97
5100.0,E0_300m,21.72,21.54
5100.0,E0_3100m,43.45,23.03
5100.0,E0_3200m,43.54,23.03
5100.0,E0_3300m,43.6,23.05
5100.0,E0_3400m,43.64,23.16
5100.0,E0_3500m,43.66,23.27
5100.0,E0_3600m,43.69,23.36
5100.0,E0_3700m,43.71,23.47
5100.0,E0_3800m,43.76,23.63
5100.0,E0_3900m,42.91,23.7
5100.0,E0_4000m,28.72,23.74
5100.0,E0_400m,21.68,21.63
5100.0,E0_4100m,21.77,23.79
5100.0,E0_4200m,21.16,23.87
5100.0,E0_4300m,21.26,23.96
5100.0,E0_4400m,21.46,23.99
5100.0,E0_4500m,21.63,24.04
5100.0,E0_4600m,21.8,24.04
5100.0,E0_4700m,21.85,24.04
5100.0,E0_4800m,22.0,23.99
5100.0,E0_4900m,22.1,23.96
5100.0,E0_500m,21.76,21.72
5100.0,E0_600m,21.84,21.87
5100.0,E0_700m,21.96,22.01
5100.0,E0_800m,22.02,22.15
5100.0,E0_900m,22.12,22.32
5400.0,E0_0m,23.81,21.19
5400.0,E0_1000m,22.15,22.23
5400.0,E0_100m,22.39,21.52
5400.0,E0_1100m,22.24,22.28
5400.0,E0_1200m,22.33,22.36
5400.0,E0_1300m,22.47,22.48
5400.0,E0_1400m,22.64,22.55
5400.0,E0_1500m,22.79,22.55
5400.0,E0_1600m,23.06,22.56
5400.0,E0_1700m,23.44,22.61
5400.0,E0_1800m,23.96,22.61
5400.0,E0_1900m,24.65,22.7
5400.0,E0_2000m,25.49,22.79
5400.0,E0_200m,22.06,21.54
5400.0,E0_2100m,26.52,22.88
5400.0,E0_2200m,27.64,23.03
5400.0,E0_2300m,28.89,23.14
5400.0,E0_2400m,30.34,23.22
5400.0,E0_2500m,32.06,23.3
5400.0,E0_2600m,33.96,23.35
5400.0,E0_2700m,35.9,23.49
5400.0,E0_2800m,37.94,23.57
5400.0,E0_2900m,40.59,23.69
5400.0,E0_3000m,43.06,23.74
5400.0,E0_300m,21.9,21.65
5400.0,E0_3100m,43.24,23.75
5400.0,E0_3200m,43.35,23.8
5400.0,E0_3300m,43.33,23.82
5400.0,E0_3400m,43.33,23.84
5400.0,E0_3500m,43.29,23.81
5400.0,E0_3600m,43.27,23.81
5400.0,E0_3700m,43.26,23.83
5400.0,E0_3800m,43.22,23.78
5400.0,E0_3900m,42.36,23.73
5400.0,E0_4000m,28.37,23.75
5400.0,E0_400m,21.89,21.78
5400.0,E0_4100m,21.47,23.71
5400.0,E0_4200m,20.77,23.71
5400.0,E0_4300m,20.88,23.66
5400.0,E0_4400m,21.0,23.56
5400.0,E0_4500m,21.1,23.49
5400.0,E0_4600m,21.21,23.4
5400.0,E0_4700m,21.35,23.35
5400.0,E0_4800m,21.46,23.28
5400.0,E0_4900m,21.57,23.21
5400.0,E0_500m,21.97,21.85
5400.0,E0_600m,22.0,22.03
5400.0,E0_700m,22.04,22.09
5400.0,E0_800m,22.08,22.21
5400.0,E0_900m,22.17,22.2
5700.0,E0_0m,24.43,21.65
5700.0,E0_1000m,23.13,22.97
5700.0,E0_100m,22.89,22.01
5700.0,E0_1100m,23.25,23.02
5700.0,E0_1200m,23.43,23.09
5700.0,E0_1300m,23.62,23.16
5700.0,E0_1400m,23.83,23.22
5700.0,E0_1500m,24.13,23.33
5700.0,E0_1600m,24.46,23.36
5700.0,E0_1700m,24.85,23.46
5700.0,E0_1800m,25.24,23.5
5700.0,E0_1900m,25.71,23.56
5700.0,E0_2000m,26.29,23.51
5700.0,E0_200m,22.48,22.07
5700.0,E0_2100m,27.09,23.5
5700.0,E0_2200m,28.09,23.44
5700.0,E0_2300m,29.41,23.41
5700.0,E0_2400m,30.92,23.41
5700.0,E0_2500m,32.53,23.42
5700.0,E0_2600m,34.23,23.44
5700.0,E0_2700m,35.96,23.41
5700.0,E0_2800m,37.92,23.43
5700.0,E0_2900m,40.67,23.43
5700.0,E0_3000m,43.17,23.39
5700.0,E0_300m,22.37,22.11
5700.0,E0_3100m,43.35,23.36
5700.0,E0_3200m,43.44,23.36
5700.0,E0_3300m,43.46,23.38
5700.0,E0_3400m,43.51,23.4
5700.0,E0_3500m,43.51,23.42
5700.0,E0_3600m,43.52,23.45
5700.0,E0_3700m,43.46,23.47
5700.0,E0_3800m,43.48,23.46
5700.0,E0_3900m,42.54,23.53
5700.0,E0_4000m,28.47,23.64
5700.0,E0_400m,22.35,22.25
5700.0,E0_4100m,21.6,23.66
5700.0,E0_4200m,20.96,23.69
5700.0,E0_4300m,21.05,23.76
5700.0,E0_4400m,21.25,23.83
5700.0,E0_4500m,21.36,23.9
5700.0,E0_4600m,21.46,23.9
5700.0,E0_4700m,21.56,23.9
5700.0,E0_4800m,21.58,23.84
5700.0,E0_4900m,21.67,23.8
5700.0,E0_500m,22.4,22.3
5700.0,E0_600m,22.49,22.42
5700.0,E0_700m,22.61,22.51
5700.0,E0_800m,22.78,22.65
5700.0,E0_900m,22.98,22.81
6000.0,E0_0m,30.63,21.56
6000.0,E0_1000m,22.39,22.52
6000.0,E0_100m,22.92,21.87
6000.0,E0_1100m,22.67,22.57
6000.0,E0_1200m,23.14,22.63
6000.0,E0_1300m,23.99,22.72
6000.0,E0_1400m,25.03,22.8
6000.0,E0_1500m,26.43,22.86
6000.0,E0_1600m,28.45,22.93
6000.0,E0_1700m,31.16,22.96
6000.0,E0_1800m,34.78,23.11
6000.0,E0_1900m,39.24,23.17
6000.0,E0_2000m,44.43,23.32
6000.0,E0_200m,21.65,21.87
6000.0,E0_2100m,50.04,23.44
6000.0,E0_2200m,55.56,23.5
6000.0,E0_2300m,60.98,23.62
6000.0,E0_2400m,66.7,23.65
6000.0,E0_2500m,72.37,23.69
6000.0,E0_2600m,77.43,23.74
6000.0,E0_2700m,81.92,23.88
6000.0,E0_2800m,85.98,23.94
6000.0,E0_2900m,89.26,24.0
6000.0,E0_3000m,61.82,24.11
6000.0,E0_300m,21.6,21.99
6000.0,E0_3100m,60.55,24.12
6000.0,E0_3200m,61.19,24.2
6000.0,E0_3300m,61.78,24.22
6000.0,E0_3400m,62.37,24.21
6000.0,E0_3500m,30.21,24.17
6000.0,E0_3600m,25.34,24.14
6000.0,E0_3700m,25.06,24.15
6000.0,E0_3800m,25.22,24.13
6000.0,E0_3900m,24.28,24.13
6000.0,E0_4000m,16.4,24.11
6000.0,E0_400m,21.73,22.15
6000.0,E0_4100m,12.96,24.08
6000.0,E0_4200m,13.08,24.1
6000.0,E0_4300m,13.02,24.08
6000.0,E0_4400m,13.39,24.06
6000.0,E0_4500m,13.56,24.03
6000.0,E0_4600m,13.77,24.0
6000.0,E0_4700m,13.74,23.99
6000.0,E0_4800m,13.91,23.99
6000.0,E0_4900m,13.71,23.95
6000.0,E0_500m,21.82,22.23
6000.0,E0_600m,21.86,22.28
6000.0,E0_700m,22.02,22.29
6000.0,E0_800m,22.08,22.37
6000.0,E0_900m,22.2,22.43
6300.0,E0_0m,38.36,21.54
6300.0,E0_1000m,57.13,22.76
6300.0,E0_100m,23.99,21.9
6300.0,E0_1100m,63.38,22.82
6300.0,E0_1200m,69.29,22.89
6300.0,E0_1300m,74.94,22.95
6300.0,E0_1400m,80.22,23.03
6300.0,E0_1500m,85.2,23.04
6300.0,E0_1600m,89.43,23.11
6300.0,E0_1700m,92.88,23.17
6300.0,E0_1800m,95.4,23.22
6300.0,E0_1900m,96.68,23.26
6300.0,E0_2000m,97.16,23.25
6300.0,E0_200m,22.88,21.95
6300.0,E0_2100m,97.33,23.3
6300.0,E0_2200m,97.28,23.27
6300.0,E0_2300m,97.24,23.22
6300.0,E0_2400m,97.27,23.23
6300.0,E0_2500m,97.22,23.25
6300.0,E0_2600m,97.05,23.26
6300.0,E0_2700m,96.93,23.27
6300.0,E0_2800m,96.93,23.27
6300.0,E0_2900m,96.63,23.3
6300.0,E0_3000m,64.97,23.34
6300.0,E0_300m,24.21,22.07
6300.0,E0_3100m,63.6,23.33
6300.0,E0_3200m,63.51,23.31
6300.0,E0_3300m,63.55,23.25
6300.0,E0_3400m,63.31,23.27
6300.0,E0_3500m,28.6,23.33
6300.0,E0_3600m,22.06,23.38
6300.0,E0_3700m,20.68,23.45
6300.0,E0_3800m,20.5,23.51
6300.0,E0_3900m,19.87,23.59
6300.0,E0_4000m,13.37,23.64
6300.0,E0_400m,26.44,22.14
6300.0,E0_4100m,9.85,23.65
6300.0,E0_4200m,9.45,23.64
6300.0,E0_4300m,9.47,23.69
6300.0,E0_4400m,9.6,23.68
6300.0,E0_4500m,9.69,23.71
6300.0,E0_4600m,9.79,23.71
6300.0,E0_4700m,9.85,23.7
6300.0,E0_4800m,10.02,23.7
6300.0,E0_4900m,9.99,23.73
6300.0,E0_500m,29.81,22.24
6300.0,E0_600m,34.29,22.39
6300.0,E0_700m,39.46,22.51
6300.0,E0_800m,44.92,22.62
6300.0,E0_900m,50.84,22.69
6600.0,E0_0m,72.18,21.66
6600.0,E0_1000m,97.19,22.86
6600.0,E0_100m,77.05,22.03
6600.0,E0_1100m,97.28,22.89
6600.0,E0_1200m,97.36,22.98
6600.0,E0_1300m,97.39,23.0
6600.0,E0_1400m,97.44,22.97
6600.0,E0_1500m,97.38,22.96
6600.0,E0_1600m,97.31,22.95
6600.0,E0_1700m,97.27,22.95
6600.0,E0_1800m,97.21,23.0
6600.0,E0_1900m,97.2,23.06
6600.0,E0_2000m,97.09,23.14
6600.0,E0_200m,81.12,22.02
6600.0,E0_2100m,97.04,23.25
6600.0,E0_2200m,97.04,23.3
6600.0,E0_2300m,97.13,23.38
6600.0,E0_2400m,97.24,23.47
6600.0,E0_2500m,97.36,23.56
6600.0,E0_2600m,97.55,23.64
6600.0,E0_2700m,97.68,23.67
6600.0,E0_2800m,97.79,23.66
6600.0,E0_2900m,97.52,23.71
6600.0,E0_3000m,64.74,23.71
6600.0,E0_300m,85.22,22.07
6600.0,E0_3100m,63.04,23.74
6600.0,E0_3200m,63.0,23.81
6600.0,E0_3300m,63.21,23.9
6600.0,E0_3400m,63.57,24.01
6600.0,E0_3500m,28.35,24.05
6600.0,E0_3600m,22.0,24.11
6600.0,E0_3700m,20.39,24.17
6600.0,E0_3800m,20.06,24.12
6600.0,E0_3900m,19.44,24.14
6600.0,E0_4000m,13.18,24.11
6600.0,E0_400m,89.09,22.16
6600.0,E0_4100m,9.7,24.1
6600.0,E0_4200m,9.28,24.15
6600.0,E0_4300m,9.32,24.25
6600.0,E0_4400m,9.39,24.26
6600.0,E0_4500m,9.55,24.27
6600.0,E0_4600m,9.7,24.22
6600.0,E0_4700m,9.8,24.19
6600.0,E0_4800m,9.91,24.08
6600.0,E0_4900m,9.89,24.05
6600.0,E0_500m,92.37,22.27
6600.0,E0_600m,94.63,22.32
6600.0,E0_700m,96.0,22.46
6600.0,E0_800m,96.7,22.62
6600.0,E0_900m,97.06,22.75
6900.0,E0_0m,87.93,21.62
6900.0,E0_1000m,97.85,23.03
6900.0,E0_100m,97.19,21.82
6900.0,E0_1100m,97.79,23.17
6900.0,E0_1200m,97.75,23.3
6900.0,E0_1300m,97.72,23.46
6900.0,E0_1400m,97.75,23.58
6900.0,E0_1500m,97.8,23.67
6900.0,E0_1600m,97.82,23.76
6900.0,E0_1700m,97.86,23.8
6900.0,E0_1800m,97.9,23.84
6900.0,E0_1900m,97.94,23.84
6900.0,E0_2000m,97.99,23.86
6900.0,E0_200m,97.24,21.9
6900.0,E0_2100m,97.97,23.87
6900.0,E0_2200m,97.9,23.93
6900.0,E0_2300m,97.72,23.92
6900.0,E0_2400m,97.5,23.96
6900.0,E0_2500m,97.44,23.94
6900.0,E0_2600m,97.31,23.96
6900.0,E0_2700m,97.18,24.01
6900.0,E0_2800m,97.01,24.06
6900.0,E0_2900m,96.61,24.13
6900.0,E0_3000m,65.06,24.27
6900.0,E0_300m,97.32,22.02
6900.0,E0_3100m,63.44,24.35
6900.0,E0_3200m,63.69,24.38
6900.0,E0_3300m,63.81,24.39
6900.0,E0_3400m,63.78,24.38
6900.0,E0_3500m,28.76,24.35
6900.0,E0_3600m,22.19,24.29
6900.0,E0_3700m,20.97,24.3
6900.0,E0_3800m,21.12,24.34
6900.0,E0_3900m,19.91,24.4
6900.0,E0_4000m,13.36,24.38
6900.0,E0_400m,97.45,22.16
6900.0,E0_4100m,9.87,24.33
6900.0,E0_4200m,9.46,24.25
6900.0,E0_4300m,9.52,24.19
6900.0,E0_4400m,9.59,24.11
6900.0,E0_4500m,9.69,24.02
6900.0,E0_4600m,9.82,23.98
6900.0,E0_4700m,9.96,23.94
6900.0,E0_4800m,10.09,23.9
6900.0,E0_4900m,10.05,23.8
6900.0,E0_500m,97.5,22.36
6900.0,E0_600m,97.55,22.59
6900.0,E0_700m,97.66,22.73
6900.0,E0_800m,97.74,22.84
6900.0,E0_900m,97.82,22.94
7200.0,E0_0m,88.42,21.45
7200.0,E0_1000m,97.03,22.6
7200.0,E0_100m,97.7,21.77
7200.0,E0_1100m,97.05,22.7
7200.0,E0_1200m,97.09,22.81
7200.0,E0_1300m,97.15,22.9
7200.0,E0_1400m,97.15,22.99
7200.0,E0_1500m,97.17,23.11
7200.0,E0_1600m,97.22,23.24
7200.0,E0_1700m,97.28,23.33
7200.0,E0_1800m,97.3,23.4
7200.0,E0_1900m,97.32,23.47
7200.0,E0_2000m,97.38,23.58
7200.0,E0_200m,97.64,21.79
7200.0,E0_2100m,97.55,23.66
7200.0,E0_2200m,97.64,23.73
7200.0,E0_2300m,97.85,23.78
7200.0,E0_2400m,98.06,23.79
7200.0,E0_2500m,98.07,23.86
7200.0,E0_2600m,98.11,23.85
7200.0,E0_2700m,98.13,23.89
7200.0,E0_2800m,98.13,23.93
7200.0,E0_2900m,97.65,23.92
7200.0,E0_3000m,64.41,23.94
7200.0,E0_300m,97.56,21.89
7200.0,E0_3100m,62.92,23.86
7200.0,E0_3200m,62.95,23.86
7200.0,E0_3300m,62.85,23.88
7200.0,E0_3400m,63.08,23.94
7200.0,E0_3500m,29.04,23.98
7200.0,E0_3600m,22.19,23.95
7200.0,E0_3700m,20.91,23.97
7200.0,E0_3800m,20.33,24.02
7200.0,E0_3900m,19.77,24.02
7200.0,E0_4000m,13.19,24.1
7200.0,E0_400m,97.49,21.99
7200.0,E0_4100m,9.78,24.14
7200.0,E0_4200m,9.42,24.24
7200.0,E0_4300m,9.42,24.28
7200.0,E0_4400m,9.48,24.36
7200.0,E0_4500m,9.58,24.34
7200.0,E0_4600m,9.7,24.35
7200.0,E0_4700m,9.76,24.32
7200.0,E0_4800m,9.87,24.24
7200.0,E0_4900m,9.82,24.2
7200.0,E0_500m,97.37,22.1
7200.0,E0_600m,97.29,22.16
7200.0,E0_700m,97.17,22.26
7200.0,E0_800m,97.11,22.39
7200.0,E0_900m,97.09,22.47
7500.0,E0_0m,88.14,21.32
7500.0,E0_1000m,97.89,22.42
7500.0,E0_100m,97.37,21.63
7500.0,E0_1100m,97.86,22.48
7500.0,E0_1200m,97.82,22.55
7500.0,E0_1300m,97.74,22.62
7500.0,E0_1400m,97.66,22.67
7500.0,E0_1500m,97.63,22.65
7500.0,E0_1600m,97.72,22.72
7500.0,E0_1700m,97.74,22.8
7500.0,E0_1800m,97.78,22.83
7500.0,E0_1900m,97.78,22.88
7500.0,E0_2000m,97.77,22.87
7500.0,E0_200m,97.44,21.7
7500.0,E0_2100m,97.71,22.83
7500.0,E0_2200m,97.7,22.9
7500.0,E0_2300m,97.56,22.96
7500.0,E0_2400m,97.43,23.04
7500.0,E0_2500m,97.36,23.15
7500.0,E0_2600m,97.3,23.27
7500.0,E0_2700m,97.3,23.32
7500.0,E0_2800m,97.36,23.39
7500.0,E0_2900m,97.11,23.41
7500.0,E0_3000m,64.79,23.48
7500.0,E0_300m,97.61,21.73
7500.0,E0_3100m,63.73,23.67
7500.0,E0_3200m,63.53,23.76
7500.0,E0_3300m,63.51,23.8
7500.0,E0_3400m,63.43,23.83
7500.0,E0_3500m,29.02,23.88
7500.0,E0_3600m,22.86,23.98
7500.0,E0_3700m,20.85,23.96
7500.0,E0_3800m,20.42,23.98
7500.0,E0_3900m,19.77,23.93
7500.0,E0_4000m,13.21,23.85
7500.0,E0_400m,97.66,21.84
7500.0,E0_4100m,9.75,23.8
7500.0,E0_4200m,9.4,23.77
7500.0,E0_4300m,9.46,23.73
7500.0,E0_4400m,9.5,23.71
7500.0,E0_4500m,9.6,23.69
7500.0,E0_4600m,9.71,23.65
7500.0,E0_4700m,9.85,23.65
7500.0,E0_4800m,10.01,23.69
7500.0,E0_4900m,9.98,23.66
7500.0,E0_500m,97.78,22.01
7500.0,E0_600m,97.92,22.08
7500.0,E0_700m,97.98,22.19
7500.0,E0_800m,97.98,22.24
7500.0,E0_900m,97.91,22.33
7800.0,E0_0m,89.17,23.17
7800.0,E0_1000m,96.83,22.0
7800.0,E0_100m,98.33,22.67
7800.0,E0_1100m,96.17,22.67
7800.0,E0_1200m,96.67,23.17
7800.0,E0_1300m,97.17,23.17
7800.0,E0_1400m,97.5,23.67
7800.0,E0_1500m,98.17,24.17
7800.0,E0_1600m,97.5,19.17
7800.0,E0_1700m,97.0,21.83
7800.0,E0_1800m,97.5,23.33
7800.0,E0_1900m,97.5,22.67
7800.0,E0_2000m,97.67,25.67
7800.0,E0_200m,98.67,21.0
7800.0,E0_2100m,97.83,25.33
7800.0,E0_2200m,96.67,21.17
7800.0,E0_2300m,96.83,20.33
7800.0,E0_2400m,97.33,21.5
7800.0,E0_2500m,96.67,20.67
7800.0,E0_2600m,96.5,23.33
7800.0,E0_2700m,98.0,23.17
7800.0,E0_2800m,99.5,24.5
7800.0,E0_2900m,97.0,22.5
7800.0,E0_3000m,64.5,23.0
7800.0,E0_300m,98.0,21.67
7800.0,E0_3100m,60.83,23.0
7800.0,E0_3200m,61.83,22.0
7800.0,E0_3300m,61.83,24.5
7800.0,E0_3400m,64.0,23.83
7800.0,E0_3500m,27.83,22.33
7800.0,E0_3600m,21.83,22.5
7800.0,E0_3700m,23.0,24.33
7800.0,E0_3800m,20.0,25.5
7800.0,E0_3900m,20.67,25.33
7800.0,E0_4000m,14.33,23.67
7800.0,E0_400m,98.33,21.33
7800.0,E0_4100m,9.67,23.17
7800.0,E0_4200m,8.5,23.67
7800.0,E0_4300m,10.0,24.67
7800.0,E0_4400m,9.33,25.5
7800.0,E0_4500m,9.83,25.17
7800.0,E0_4600m,10.17,25.5
7800.0,E0_4700m,6.33,25.17
7800.0,E0_4800m,9.0,23.67
7800.0,E0_4900m,9.83,22.0
7800.0,E0_500m,97.83,21.83
7800.0,E0_600m,97.0,22.0
7800.0,E0_700m,97.17,22.0
7800.0,E0_800m,96.67,21.67
7800.0,E0_900m,97.0,22.17
