Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
166.2,f_0.26,-4.844045426628796,61.871599626096156,50.79109447289899,attack,8907
166.3,f_0.26,-4.667425218101151,60.82752460935824,53.5103236256415,attack,8907
166.4,f_0.26,-4.520233977642754,59.81637538996342,56.18435043860758,attack,8907
600.2,f_0.68,-8.999999999999986,61.32419121774001,3602.5754558316567,attack,8907
600.2,f_1.71,-8.999999999999986,71.46630045947981,3753.6483422296446,attack,8907
600.3,f_0.68,-8.999999999999986,59.31094521774001,3605.2268879316566,attack,8907
600.3,f_1.71,-8.999999999999986,69.45305445947982,3756.753166429645,attack,8907
600.4,f_0.68,-8.999999999999986,57.29769921774001,3607.7883200316564,attack,8907
600.4,f_1.71,-8.999999999999986,67.43980845947982,3759.767990629645,attack,8907
600.5,f_0.68,-8.999999999999986,55.284453217740015,3610.2597521316566,attack,8907
600.5,f_1.71,-8.999999999999986,65.42656245947983,3762.6928148296447,attack,8907
600.6,f_0.68,-8.999999999999986,53.27120721774002,3612.6411842316566,attack,8907
600.6,f_1.71,-8.999999999999986,63.41331645947983,3765.527639029645,attack,8907
600.7,f_0.68,-8.999999999999986,51.257961217740025,3614.9326163316564,attack,8907
600.7,f_1.71,-8.999999999999986,61.40007045947983,3768.272463229645,attack,8907
600.8,f_0.68,-5.623210000000078,50.00008288,3617.1678163316565,attack,8907
600.8,f_1.71,-8.999999999999986,59.38682445947983,3770.927287429645,attack,8907
600.9,f_1.71,-8.999999999999986,57.37357845947984,3773.492111629645,attack,8907
601.0,f_1.70,-4.529292451199325,67.65872683171385,3717.2644264685155,attack,8907
601.0,f_1.71,-8.999999999999986,55.36033245947984,3775.966935829645,attack,8907
601.1,f_1.70,-4.60269698472711,66.62913113241231,3720.2430102093585,attack,8907
601.1,f_1.71,-8.999999999999986,53.34708645947984,3778.351760029645,attack,8907
601.2,f_1.70,-4.677580188187456,65.5827845097959,3723.1748181483194,attack,8907
601.2,f_1.71,-8.999999999999986,51.333840459479845,3780.6465842296448,attack,8907
601.3,f_1.70,-4.753914719205667,64.51936231059791,3726.0590869400885,attack,8907
601.3,f_1.71,-5.962419999999291,50.00008288,3782.881784229645,attack,8907
601.4,f_1.70,-4.761193911893642,63.454311799670776,3728.8957437927384,attack,8907
601.5,f_1.70,-4.631874771936069,62.418189204437304,3731.6860818976693,attack,8907
601.6,f_1.70,-4.505842982728545,61.410259164258825,3734.431361572773,attack,8907
606.0,f_1.75,-8.999999999999986,76.65976502417433,3004.5799556820684,attack,8907
606.1,f_1.75,-8.999999999999986,74.64651902417434,3007.9169481371264,attack,8907
606.2,f_1.75,-8.999999999999986,72.63327302417434,3011.163940592184,attack,8907
606.3,f_1.75,-8.999999999999986,70.62002702417435,3014.3209330472423,attack,8907
606.4,f_1.75,-8.999999999999986,68.60678102417435,3017.3879255023003,attack,8907
606.5,f_1.75,-8.999999999999986,66.59353502417436,3020.364917957358,attack,8907
606.6,f_1.75,-8.999999999999986,64.58028902417435,3023.2519104124162,attack,8907
606.7,f_1.75,-8.999999999999986,62.56704302417436,3026.048902867474,attack,8907
606.8,f_1.75,-8.999999999999986,60.55379702417436,3028.755895322532,attack,8907
606.9,f_1.75,-8.999999999999986,58.54055102417436,3031.37288777759,attack,8907
607.0,f_1.75,-8.999999999999986,56.52730502417437,3033.8998802326482,attack,8907
607.1,f_1.75,-8.999999999999986,54.51405902417437,3036.336872687706,attack,8907
607.2,f_1.75,-8.999999999999986,52.50081302417437,3038.6838651427643,attack,8907
607.3,f_1.75,-8.999999999999986,50.487567024174375,3040.9408575978223,attack,8907
617.5,f_0.71,-8.999999999999986,59.23837441026,3003.325750499963,attack,8907
617.6,f_0.71,-8.999999999999986,57.225128410260005,3005.883938399963,attack,8907
617.7,f_0.71,-8.999999999999986,55.21188241026001,3008.352126299963,attack,8907
617.8,f_0.71,-8.999999999999986,53.198636410260015,3010.730314199963,attack,8907
617.9,f_0.71,-8.999999999999986,51.18539041026001,3013.018502099963,attack,8907
618.0,f_0.71,-5.2987900000000465,50.00008288,3015.253702099963,attack,8907
652.4,f_0.76,-8.999999999999986,74.86100100487766,3006.692402077674,attack,8907
652.5,f_0.76,-8.999999999999986,72.84775500487767,3009.9489827193042,attack,8907
652.6,f_0.76,-8.999999999999986,70.83450900487767,3013.115563360934,attack,8907
652.7,f_0.76,-8.999999999999986,68.82126300487766,3016.192144002564,attack,8907
652.8,f_0.76,-8.999999999999986,66.80801700487767,3019.178724644194,attack,8907
652.9,f_0.76,-8.999999999999986,64.79477100487767,3022.075305285824,attack,8907
653.0,f_0.76,-8.999999999999986,62.78152500487768,3024.881885927454,attack,8907
653.1,f_0.76,-8.999999999999986,60.768279004877684,3027.598466569084,attack,8907
653.2,f_0.76,-8.999999999999986,58.75503300487769,3030.225047210714,attack,8907
653.3,f_0.76,-8.999999999999986,56.741787004877686,3032.7616278523437,attack,8907
653.4,f_0.76,-8.999999999999986,54.72854100487769,3035.208208493974,attack,8907
653.5,f_0.76,-8.999999999999986,52.715295004877696,3037.564789135604,attack,8907
653.6,f_0.76,-8.999999999999986,50.7020490048777,3039.8313697772337,attack,8907
659.8,f_0.74,-8.999999999999986,60.79923723856142,3003.69558884483,attack,8907
659.9,f_0.74,-8.999999999999986,58.78599123856142,3006.3235534410446,attack,8907
660.0,f_0.74,-8.999999999999986,56.77274523856142,3008.861518037259,attack,8907
660.1,f_0.74,-8.999999999999986,54.759499238561425,3011.3094826334736,attack,8907
660.2,f_0.74,-8.999999999999986,52.74625323856143,3013.667447229688,attack,8907
660.3,f_0.74,-8.999999999999986,50.733007238561434,3015.9354118259025,attack,8907
667.7,f_1.77,-8.999999999999986,60.06430187093991,3004.0237771318543,attack,8907
667.8,f_1.77,-8.999999999999986,58.05105587093991,3006.6188872318544,attack,8907
667.9,f_1.77,-8.999999999999986,56.03780987093992,3009.1239973318543,attack,8907
668.0,f_1.77,-8.999999999999986,54.024563870939915,3011.5391074318545,attack,8907
668.1,f_1.77,-8.999999999999986,52.01131787093992,3013.8642175318546,attack,8907
668.2,f_1.77,-8.991009999999626,50.00008288,3016.0994175318547,attack,8907
668.2,f_1.79,-7.813094601022854,60.363102547982635,2974.8719021790534,attack,8907
668.3,f_1.79,-7.749440375674368,58.62959923258653,2977.492875438622,attack,8907
668.4,f_1.79,-5.446986010801069,57.4111411438864,2980.059378838082,attack,8907
669.4,f_1.79,-8.999999999999986,51.32642801503241,3004.333047028872,attack,8907
