Time (s),Vehicle ID,Acceleration (m/s^2),Speed (mph),Position,Scenario,Seed
569.1,f_0.188,-5.060396098256881,54.66840752535653,36.01340501014912,base,17456
569.2,f_0.188,-4.850879909733443,53.58329479482861,38.40878865006922,base,17456
569.3,f_0.188,-4.651147577870276,52.5428609885445,40.75766081421061,base,17456
1059.4,f_0.372,-5.069743603581749,51.88056121102039,87.59990694566804,base,17456
1059.5,f_0.372,-4.848183415915699,50.79605166998054,89.87068987547306,base,17456
1059.6,f_0.372,-4.6375651154422926,49.758656179046795,92.09509715412366,base,17456
2182.2,f_0.761,-4.857973535631395,59.340281894940475,109.27574172141514,base,17456
2182.3,f_0.761,-4.679956869668622,58.29340362293682,111.88168571736215,base,17456
2182.4,f_0.761,-4.509270003982948,57.28470697866586,114.44253701326932,base,17456
2449.7,f_0.840,-4.880158665058367,53.77780731815844,42.81809105842394,base,17456
2449.8,f_0.840,-4.681965807877084,52.730479658731184,45.17535051369458,base,17456
2704.4,f_0.918,-5.115287842064369,60.185162433384434,106.85073941270745,base,17456
2704.5,f_0.918,-4.917339873946922,59.08518300762175,109.49207905559558,base,17456
2704.6,f_0.918,-4.720599402800829,58.02921324481162,112.0862127044557,base,17456
2704.7,f_0.918,-4.562113017757454,57.008695935417386,114.63472522313825,base,17456
2990.5,f_0.1011,-4.908239878926679,53.83653043908606,57.832585572925524,base,17456
2990.6,f_0.1011,-4.695845118676232,52.786098061108895,60.19233138913467,base,17456
2990.7,f_0.1011,-4.5301677757462855,51.772726710681106,62.506775527586356,base,17456
4195.5,f_0.1396,-4.7218674102595415,58.390814082149404,67.29114795958888,base,17456
4195.6,f_0.1396,-4.550885612591742,57.37280827592631,69.85593772936038,base,17456
4216.1,f_0.1404,-4.6147327573934405,55.37704625834764,75.29826225182249,base,17456
4328.9,f_0.1437,-4.9976112619005875,62.71774639502041,74.25948949565819,base,17456
4329.0,f_0.1437,-4.81941890901993,61.63967130158611,77.01502479394898,base,17456
4329.1,f_0.1437,-4.6483576650337355,60.59986158206405,79.72407651558945,base,17456
4678.1,f_0.1558,-5.166870827992689,61.39316162032251,149.53465048595007,base,17456
4678.2,f_0.1558,-4.968884952151527,60.281651869835926,152.2294769841948,base,17456
4678.3,f_0.1558,-4.7796100317421875,59.21248178339539,154.87650738212213,base,17456
4678.4,f_0.1558,-4.598687867708584,58.18378289951619,157.47755090137235,base,17456
4981.6,f_0.1662,-5.184759672875714,57.31065205597288,60.819518622269854,base,17456
4981.7,f_0.1662,-4.957597176548596,56.20166731316202,63.33195379322491,base,17456
4981.8,f_0.1662,-4.759188164474182,55.137065475898126,65.79679708253522,base,17456
4981.9,f_0.1662,-4.5786189161268,54.11285589607406,68.21585418268427,base,17456
5454.7,f_0.1815,-4.56942341282538,57.30135286185221,41.91788238356463,base,17456
5887.0,f_0.1950,-4.893234529987502,52.94972712047045,50.00805806818224,base,17456
5887.1,f_0.1950,-4.6925734797512675,51.90002658849097,52.328193010938456,base,17456
5887.2,f_0.1950,-4.513433227004526,50.89039865620941,54.60319362142463,base,17456
