interval_begin,interval_id_combined,link,pos,SPR,FR,interval_harmonicMeanSpeed_attack,interval_harmonicMeanSpeed_base,interval_flow_attack,interval_flow_base
1800.0,E0_600m,E0,600,1.0,1.0,26.59,26.58,3921.2,3920.8
1800.0,E0_700m,E0,700,1.0,1.0,26.47,26.46,3922.0,3920.0
1800.0,E0_800m,E0,800,1.0,1.0,26.33,26.35,3921.2,3921.6
1800.0,E0_900m,E0,900,1.0,1.0,26.18,26.21,3928.4,3925.6
1800.0,E0_1000m,E0,1000,1.0,1.0,26.07,26.1,3931.2,3927.6
1800.0,E0_1100m,E0,1100,1.0,1.0,25.98,26.0,3926.4,3924.4
1800.0,E0_1200m,E0,1200,1.0,1.0,25.89,25.91,3931.6,3927.6
1800.0,E0_1300m,E0,1300,1.0,1.0,25.8,25.81,3932.8,3927.6
1800.0,E0_1400m,E0,1400,1.0,1.0,25.72,25.74,3937.2,3934.4
1800.0,E0_1500m,E0,1500,1.0,1.0,25.66,25.69,3944.4,3940.0
1800.0,E0_1600m,E0,1600,1.0,1.0,25.62,25.63,3942.8,3938.8
1800.0,E0_1700m,E0,1700,1.0,1.0,25.55,25.55,3937.2,3932.4
1800.0,E0_1800m,E0,1800,1.0,1.0,25.47,25.47,3941.2,3939.2
1800.0,E0_1900m,E0,1900,1.0,1.0,25.41,25.4,3943.6,3949.2
1800.0,E0_2000m,E0,2000,1.0,1.0,25.35,25.33,3948.8,3953.2
1800.0,E0_2100m,E0,2100,1.0,1.0,25.29,25.28,3954.4,3960.0
1800.0,E0_2200m,E0,2200,1.0,1.0,25.22,25.22,3958.8,3968.0
1800.0,E0_2300m,E0,2300,1.0,1.0,25.14,25.17,3964.8,3970.4
1800.0,E0_2400m,E0,2400,1.0,1.0,25.04,25.12,3966.4,3968.0
1800.0,E0_2500m,E0,2500,0.99,1.0,24.93,25.06,3963.6,3967.2
1800.0,E0_2600m,E0,2600,0.99,1.0,24.76,25.01,3961.6,3967.2
1800.0,E0_2700m,E0,2700,0.98,1.0,24.49,24.96,3955.2,3960.8
1800.0,E0_2800m,E0,2800,0.97,1.0,24.08,24.9,3958.0,3959.2
1800.0,E0_2900m,E0,2900,0.94,1.0,23.43,24.84,3965.2,3967.6
1800.0,E0_3000m,E0,3000,0.9,1.0,22.41,24.77,3970.4,3973.6
1800.0,E0_3100m,E0,3100,0.9,1.0,22.25,24.71,3966.0,3977.2
1800.0,E0_3200m,E0,3200,0.91,0.99,22.34,24.67,3959.2,3979.2
1800.0,E0_3300m,E0,3300,0.91,1.0,22.33,24.64,3964.8,3978.4
1800.0,E0_3400m,E0,3400,0.91,1.0,22.32,24.62,3972.8,3984.4
1800.0,E0_3500m,E0,3500,0.91,1.0,22.3,24.61,3972.0,3990.4
1800.0,E0_3600m,E0,3600,0.91,0.99,22.3,24.6,3960.8,3984.8
1800.0,E0_3700m,E0,3700,0.91,0.99,22.29,24.59,3958.4,3979.6
1800.0,E0_3800m,E0,3800,0.91,1.0,22.3,24.6,3960.4,3978.4
1800.0,E0_3900m,E0,3900,0.91,1.0,22.45,24.61,3965.6,3984.4
1800.0,E0_4000m,E0,4000,0.96,1.0,23.66,24.6,3971.6,3990.4
1800.0,E0_4100m,E0,4100,1.05,1.0,25.93,24.59,3981.2,3991.2
1800.0,E0_4200m,E0,4200,1.06,1.0,26.12,24.58,3990.4,3997.6
1800.0,E0_4300m,E0,4300,1.06,1.0,26.06,24.59,3996.0,4000.4
1800.0,E0_4400m,E0,4400,1.06,1.0,25.99,24.59,3996.0,4003.6
1800.0,E0_4500m,E0,4500,1.05,1.0,25.92,24.59,3998.0,4002.8
1800.0,E0_4600m,E0,4600,1.05,1.0,25.86,24.61,3992.0,3997.6
1800.0,E0_4700m,E0,4700,1.05,1.0,25.83,24.64,3986.0,3990.4
1800.0,E0_4800m,E0,4800,1.05,1.0,25.79,24.66,3988.8,4000.4
1800.0,E0_4900m,E0,4900,1.04,1.0,25.77,24.68,3998.8,4002.8
1800.0,E0_5000m,E0,5000,1.04,1.0,25.75,24.73,4008.4,4001.2
2100.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
2100.0,E0_100m,E0,100,0.99,1.0,26.9,27.09,3931.2,3933.2
2100.0,E0_200m,E0,200,1.0,1.0,27.09,27.21,3936.0,3935.6
2100.0,E0_300m,E0,300,1.0,1.0,27.01,27.1,3936.8,3939.6
2100.0,E0_400m,E0,400,1.0,1.0,26.89,26.95,3936.4,3940.8
2100.0,E0_500m,E0,500,1.0,1.0,26.73,26.79,3934.0,3938.0
2100.0,E0_600m,E0,600,1.0,1.0,26.59,26.66,3935.2,3938.0
2100.0,E0_700m,E0,700,1.0,1.0,26.46,26.51,3930.0,3932.8
2100.0,E0_800m,E0,800,1.0,1.0,26.35,26.39,3931.6,3934.8
2100.0,E0_900m,E0,900,1.0,1.0,26.25,26.28,3924.0,3929.6
2100.0,E0_1000m,E0,1000,1.0,1.0,26.15,26.19,3920.4,3924.4
2100.0,E0_1100m,E0,1100,1.0,1.0,26.1,26.12,3924.0,3928.0
2100.0,E0_1200m,E0,1200,1.0,1.0,26.06,26.07,3922.8,3928.4
2100.0,E0_1300m,E0,1300,1.0,1.0,26.01,26.01,3920.4,3926.8
2100.0,E0_1400m,E0,1400,1.0,1.0,25.95,25.95,3921.6,3926.4
2100.0,E0_1500m,E0,1500,1.0,1.0,25.88,25.9,3921.6,3928.8
2100.0,E0_1600m,E0,1600,1.0,1.0,25.82,25.82,3921.6,3928.0
2100.0,E0_1700m,E0,1700,1.0,1.0,25.75,25.74,3927.6,3933.6
2100.0,E0_1800m,E0,1800,1.0,1.0,25.69,25.68,3923.2,3926.8
2100.0,E0_1900m,E0,1900,1.0,1.0,25.63,25.62,3918.0,3919.6
2100.0,E0_2000m,E0,2000,1.0,1.0,25.6,25.57,3917.6,3919.2
2100.0,E0_2100m,E0,2100,1.0,1.0,25.57,25.54,3916.8,3918.0
2100.0,E0_2200m,E0,2200,1.0,1.0,25.55,25.51,3915.2,3910.8
2100.0,E0_2300m,E0,2300,1.0,1.0,25.51,25.5,3911.6,3912.8
2100.0,E0_2400m,E0,2400,1.0,1.0,25.44,25.48,3920.8,3923.2
2100.0,E0_2500m,E0,2500,1.0,1.0,25.33,25.45,3932.4,3929.6
2100.0,E0_2600m,E0,2600,0.99,1.0,25.13,25.42,3937.2,3936.4
2100.0,E0_2700m,E0,2700,0.98,1.0,24.8,25.38,3945.2,3948.0
2100.0,E0_2800m,E0,2800,0.96,1.0,24.29,25.34,3949.6,3952.0
2100.0,E0_2900m,E0,2900,0.93,1.0,23.53,25.31,3947.6,3950.4
2100.0,E0_3000m,E0,3000,0.89,1.0,22.4,25.27,3945.6,3944.8
2100.0,E0_3100m,E0,3100,0.88,1.0,22.26,25.23,3943.2,3936.8
2100.0,E0_3200m,E0,3200,0.89,1.0,22.38,25.18,3942.4,3933.2
2100.0,E0_3300m,E0,3300,0.89,1.0,22.39,25.15,3940.8,3936.0
2100.0,E0_3400m,E0,3400,0.89,1.0,22.36,25.12,3936.8,3939.6
2100.0,E0_3500m,E0,3500,0.89,1.0,22.32,25.08,3936.8,3938.4
2100.0,E0_3600m,E0,3600,0.89,1.0,22.3,25.04,3941.6,3939.2
2100.0,E0_3700m,E0,3700,0.89,1.0,22.29,25.0,3944.0,3952.0
2100.0,E0_3800m,E0,3800,0.89,1.0,22.31,24.95,3943.6,3956.4
2100.0,E0_3900m,E0,3900,0.9,0.99,22.47,24.9,3932.8,3956.0
2100.0,E0_4000m,E0,4000,0.96,0.99,23.86,24.87,3924.4,3955.2
2100.0,E0_4100m,E0,4100,1.06,0.99,26.35,24.84,3918.4,3953.6
2100.0,E0_4200m,E0,4200,1.07,0.99,26.53,24.81,3908.0,3945.2
2100.0,E0_4300m,E0,4300,1.07,0.99,26.46,24.79,3906.0,3937.2
2100.0,E0_4400m,E0,4400,1.06,0.99,26.34,24.78,3905.2,3927.6
2100.0,E0_4500m,E0,4500,1.06,1.0,26.22,24.77,3910.0,3927.6
2100.0,E0_4600m,E0,4600,1.05,0.99,26.11,24.78,3911.2,3935.6
2100.0,E0_4700m,E0,4700,1.05,0.99,26.02,24.79,3914.8,3937.2
2100.0,E0_4800m,E0,4800,1.05,1.0,25.98,24.82,3912.8,3932.4
2100.0,E0_4900m,E0,4900,1.04,0.99,25.95,24.88,3904.4,3928.4
2100.0,E0_5000m,E0,5000,1.04,0.99,25.94,24.94,3894.0,3926.0
2400.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
2400.0,E0_100m,E0,100,0.97,1.0,26.08,26.82,4022.4,4018.0
2400.0,E0_200m,E0,200,0.98,1.0,26.47,26.91,4021.2,4020.0
2400.0,E0_300m,E0,300,0.99,1.0,26.5,26.81,4024.8,4021.2
2400.0,E0_400m,E0,400,0.99,1.0,26.44,26.67,4030.8,4028.8
2400.0,E0_500m,E0,500,0.99,1.0,26.35,26.51,4031.6,4029.6
2400.0,E0_600m,E0,600,1.0,1.0,26.24,26.36,4038.8,4035.6
2400.0,E0_700m,E0,700,1.0,1.0,26.12,26.23,4037.2,4036.4
2400.0,E0_800m,E0,800,1.0,1.0,26.01,26.09,4034.8,4034.4
2400.0,E0_900m,E0,900,1.0,1.0,25.91,25.96,4037.2,4034.8
2400.0,E0_1000m,E0,1000,1.0,1.0,25.81,25.86,4034.0,4035.2
2400.0,E0_1100m,E0,1100,1.0,1.0,25.7,25.76,4030.4,4029.6
2400.0,E0_1200m,E0,1200,1.0,1.0,25.61,25.66,4025.6,4025.2
2400.0,E0_1300m,E0,1300,1.0,1.0,25.54,25.6,4023.2,4024.8
2400.0,E0_1400m,E0,1400,1.0,1.0,25.44,25.54,4013.6,4016.4
2400.0,E0_1500m,E0,1500,1.0,1.0,25.37,25.49,4006.0,4008.4
2400.0,E0_1600m,E0,1600,0.99,1.0,25.29,25.44,4006.4,4008.4
2400.0,E0_1700m,E0,1700,0.99,1.0,25.24,25.39,4000.4,4005.2
2400.0,E0_1800m,E0,1800,0.99,1.0,25.2,25.35,3996.8,4000.4
2400.0,E0_1900m,E0,1900,0.99,1.0,25.13,25.31,3995.2,3995.2
2400.0,E0_2000m,E0,2000,0.99,1.0,25.03,25.27,3990.0,3989.2
2400.0,E0_2100m,E0,2100,0.99,1.0,24.88,25.23,3988.0,3983.2
2400.0,E0_2200m,E0,2200,0.98,1.0,24.72,25.19,3984.8,3984.8
2400.0,E0_2300m,E0,2300,0.97,1.0,24.54,25.18,3974.0,3978.4
2400.0,E0_2400m,E0,2400,0.96,1.0,24.26,25.16,3957.6,3967.2
2400.0,E0_2500m,E0,2500,0.95,1.0,23.84,25.13,3951.6,3962.8
2400.0,E0_2600m,E0,2600,0.93,1.0,23.28,25.12,3940.4,3953.6
2400.0,E0_2700m,E0,2700,0.9,0.99,22.51,25.13,3915.6,3935.6
2400.0,E0_2800m,E0,2800,0.85,0.99,21.44,25.12,3897.2,3922.0
2400.0,E0_2900m,E0,2900,0.8,0.99,20.02,25.11,3878.0,3910.4
2400.0,E0_3000m,E0,3000,0.73,0.99,18.27,25.1,3862.8,3908.8
2400.0,E0_3100m,E0,3100,0.72,0.98,18.02,25.1,3848.4,3910.8
2400.0,E0_3200m,E0,3200,0.72,0.98,18.07,25.07,3838.0,3914.0
2400.0,E0_3300m,E0,3300,0.72,0.98,18.05,25.05,3824.8,3914.0
2400.0,E0_3400m,E0,3400,0.72,0.97,18.01,25.04,3807.2,3914.4
2400.0,E0_3500m,E0,3500,0.72,0.97,17.98,25.03,3791.2,3910.8
2400.0,E0_3600m,E0,3600,0.72,0.97,17.97,25.03,3776.0,3908.4
2400.0,E0_3700m,E0,3700,0.72,0.97,17.95,25.0,3762.8,3899.2
2400.0,E0_3800m,E0,3800,0.72,0.96,17.96,24.98,3748.0,3898.8
2400.0,E0_3900m,E0,3900,0.73,0.96,18.16,24.96,3738.8,3896.8
2400.0,E0_4000m,E0,4000,0.81,0.96,20.32,24.97,3734.8,3897.2
2400.0,E0_4100m,E0,4100,1.06,0.96,26.58,24.98,3744.0,3898.4
2400.0,E0_4200m,E0,4200,1.1,0.96,27.43,24.99,3750.8,3908.4
2400.0,E0_4300m,E0,4300,1.1,0.96,27.42,24.99,3755.2,3915.2
2400.0,E0_4400m,E0,4400,1.09,0.96,27.29,24.99,3758.0,3926.4
2400.0,E0_4500m,E0,4500,1.09,0.96,27.17,25.0,3761.2,3929.6
2400.0,E0_4600m,E0,4600,1.08,0.96,27.03,25.01,3774.0,3923.6
2400.0,E0_4700m,E0,4700,1.08,0.96,26.92,25.02,3770.0,3923.2
2400.0,E0_4800m,E0,4800,1.07,0.96,26.83,25.03,3768.8,3924.4
2400.0,E0_4900m,E0,4900,1.07,0.96,26.74,25.06,3770.0,3922.4
2400.0,E0_5000m,E0,5000,1.06,0.96,26.66,25.1,3770.4,3918.0
2700.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
2700.0,E0_100m,E0,100,0.97,1.0,26.02,26.76,4017.6,4014.4
2700.0,E0_200m,E0,200,0.99,1.0,26.52,26.87,4008.8,4004.0
2700.0,E0_300m,E0,300,0.99,1.0,26.63,26.82,4000.4,4001.2
2700.0,E0_400m,E0,400,1.0,1.0,26.63,26.72,3994.0,3992.4
2700.0,E0_500m,E0,500,1.0,1.0,26.59,26.63,3992.0,3993.2
2700.0,E0_600m,E0,600,1.0,1.0,26.51,26.53,3983.2,3987.6
2700.0,E0_700m,E0,700,1.0,1.0,26.42,26.41,3988.4,3989.6
2700.0,E0_800m,E0,800,1.0,1.0,26.29,26.27,3988.4,3986.0
2700.0,E0_900m,E0,900,1.0,1.0,26.15,26.14,3989.6,3991.6
2700.0,E0_1000m,E0,1000,1.0,1.0,26.04,26.04,3990.4,3995.2
2700.0,E0_1100m,E0,1100,1.0,1.0,25.96,25.94,3987.2,3994.0
2700.0,E0_1200m,E0,1200,1.0,1.0,25.88,25.86,3987.6,3993.6
2700.0,E0_1300m,E0,1300,1.0,1.0,25.8,25.79,3988.0,3990.0
2700.0,E0_1400m,E0,1400,1.0,1.0,25.72,25.72,3995.6,3993.6
2700.0,E0_1500m,E0,1500,1.0,1.0,25.65,25.64,4001.2,3998.0
2700.0,E0_1600m,E0,1600,1.0,1.0,25.58,25.6,4001.2,4000.8
2700.0,E0_1700m,E0,1700,1.0,1.0,25.48,25.54,4008.4,4010.8
2700.0,E0_1800m,E0,1800,0.99,1.0,25.36,25.49,4014.8,4017.2
2700.0,E0_1900m,E0,1900,0.99,1.0,25.22,25.44,4018.4,4023.6
2700.0,E0_2000m,E0,2000,0.99,1.0,25.05,25.39,4020.4,4027.6
2700.0,E0_2100m,E0,2100,0.98,1.0,24.85,25.33,4021.2,4029.6
2700.0,E0_2200m,E0,2200,0.97,1.0,24.59,25.3,4023.2,4028.0
2700.0,E0_2300m,E0,2300,0.96,1.0,24.28,25.26,4032.0,4032.0
2700.0,E0_2400m,E0,2400,0.95,1.0,23.88,25.22,4044.8,4041.6
2700.0,E0_2500m,E0,2500,0.93,1.0,23.34,25.16,4043.6,4044.0
2700.0,E0_2600m,E0,2600,0.9,1.0,22.66,25.11,4042.4,4044.0
2700.0,E0_2700m,E0,2700,0.87,1.0,21.81,25.08,4052.8,4048.0
2700.0,E0_2800m,E0,2800,0.83,1.0,20.8,25.05,4051.6,4052.0
2700.0,E0_2900m,E0,2900,0.78,1.0,19.58,25.02,4057.2,4058.4
2700.0,E0_3000m,E0,3000,0.73,1.0,18.16,24.98,4060.0,4057.2
2700.0,E0_3100m,E0,3100,0.72,1.0,17.94,24.93,4060.4,4056.8
2700.0,E0_3200m,E0,3200,0.72,1.0,17.96,24.89,4056.4,4060.8
2700.0,E0_3300m,E0,3300,0.72,1.0,17.93,24.85,4058.0,4058.0
2700.0,E0_3400m,E0,3400,0.72,1.0,17.88,24.8,4058.8,4052.8
2700.0,E0_3500m,E0,3500,0.72,1.0,17.84,24.76,4062.8,4052.8
2700.0,E0_3600m,E0,3600,0.72,1.0,17.83,24.72,4063.6,4054.8
2700.0,E0_3700m,E0,3700,0.72,1.0,17.82,24.69,4060.8,4057.2
2700.0,E0_3800m,E0,3800,0.72,1.0,17.83,24.66,4059.2,4057.2
2700.0,E0_3900m,E0,3900,0.73,1.0,18.0,24.63,4053.6,4058.4
2700.0,E0_4000m,E0,4000,0.82,1.0,20.16,24.59,4048.4,4059.6
2700.0,E0_4100m,E0,4100,1.07,0.99,26.32,24.57,4034.0,4061.6
2700.0,E0_4200m,E0,4200,1.1,1.0,27.09,24.55,4039.2,4059.2
2700.0,E0_4300m,E0,4300,1.1,1.0,27.08,24.56,4040.8,4058.4
2700.0,E0_4400m,E0,4400,1.1,1.0,26.98,24.57,4042.8,4049.6
2700.0,E0_4500m,E0,4500,1.09,1.0,26.86,24.59,4038.4,4044.8
2700.0,E0_4600m,E0,4600,1.09,1.0,26.73,24.62,4034.0,4047.6
2700.0,E0_4700m,E0,4700,1.08,1.0,26.6,24.64,4036.8,4051.2
2700.0,E0_4800m,E0,4800,1.07,0.99,26.51,24.68,4030.8,4051.6
2700.0,E0_4900m,E0,4900,1.07,0.99,26.4,24.72,4027.2,4048.0
2700.0,E0_5000m,E0,5000,1.06,0.99,26.31,24.79,4020.4,4044.4
3000.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
3000.0,E0_100m,E0,100,0.97,1.0,25.91,26.72,4059.6,4064.0
3000.0,E0_200m,E0,200,0.98,1.0,26.4,26.85,4063.2,4068.4
3000.0,E0_300m,E0,300,0.99,1.0,26.47,26.79,4070.4,4070.4
3000.0,E0_400m,E0,400,0.99,1.0,26.45,26.68,4076.8,4077.2
3000.0,E0_500m,E0,500,0.99,1.0,26.38,26.57,4075.2,4074.4
3000.0,E0_600m,E0,600,0.99,1.0,26.29,26.47,4078.0,4076.4
3000.0,E0_700m,E0,700,0.99,1.0,26.2,26.37,4077.2,4077.6
3000.0,E0_800m,E0,800,0.99,1.0,26.09,26.26,4079.6,4080.4
3000.0,E0_900m,E0,900,0.99,1.0,25.96,26.16,4080.4,4078.4
3000.0,E0_1000m,E0,1000,0.99,1.0,25.84,26.07,4076.0,4071.2
3000.0,E0_1100m,E0,1100,0.99,1.0,25.74,25.97,4078.8,4073.6
3000.0,E0_1200m,E0,1200,0.99,1.0,25.66,25.87,4082.4,4080.4
3000.0,E0_1300m,E0,1300,0.99,1.0,25.59,25.78,4085.2,4085.6
3000.0,E0_1400m,E0,1400,0.99,1.0,25.51,25.7,4084.4,4087.6
3000.0,E0_1500m,E0,1500,0.99,1.0,25.43,25.6,4082.8,4085.2
3000.0,E0_1600m,E0,1600,0.99,1.0,25.34,25.51,4087.2,4093.2
3000.0,E0_1700m,E0,1700,0.99,1.0,25.25,25.41,4080.8,4086.0
3000.0,E0_1800m,E0,1800,0.99,1.0,25.13,25.34,4077.6,4086.0
3000.0,E0_1900m,E0,1900,0.99,1.0,25.01,25.26,4073.2,4079.6
3000.0,E0_2000m,E0,2000,0.99,1.0,24.87,25.2,4068.0,4074.0
3000.0,E0_2100m,E0,2100,0.98,1.0,24.69,25.16,4064.4,4072.4
3000.0,E0_2200m,E0,2200,0.97,1.0,24.45,25.09,4062.4,4072.8
3000.0,E0_2300m,E0,2300,0.96,1.0,24.13,25.02,4063.6,4072.8
3000.0,E0_2400m,E0,2400,0.95,1.0,23.74,24.96,4052.0,4062.0
3000.0,E0_2500m,E0,2500,0.93,1.0,23.2,24.91,4041.2,4050.8
3000.0,E0_2600m,E0,2600,0.9,1.0,22.48,24.86,4046.4,4056.8
3000.0,E0_2700m,E0,2700,0.87,1.0,21.58,24.83,4048.4,4062.8
3000.0,E0_2800m,E0,2800,0.83,1.0,20.53,24.79,4051.2,4064.8
3000.0,E0_2900m,E0,2900,0.78,1.0,19.35,24.74,4044.4,4064.4
3000.0,E0_3000m,E0,3000,0.73,0.99,18.04,24.69,4038.4,4067.6
3000.0,E0_3100m,E0,3100,0.72,0.99,17.87,24.65,4038.4,4070.0
3000.0,E0_3200m,E0,3200,0.73,0.99,17.89,24.61,4038.8,4064.4
3000.0,E0_3300m,E0,3300,0.73,0.99,17.88,24.59,4038.8,4066.8
3000.0,E0_3400m,E0,3400,0.73,0.99,17.86,24.56,4038.4,4064.0
3000.0,E0_3500m,E0,3500,0.73,0.99,17.82,24.53,4032.8,4064.0
3000.0,E0_3600m,E0,3600,0.73,0.99,17.82,24.52,4032.0,4065.6
3000.0,E0_3700m,E0,3700,0.73,0.99,17.81,24.5,4032.0,4063.6
3000.0,E0_3800m,E0,3800,0.73,0.99,17.84,24.49,4030.8,4058.8
3000.0,E0_3900m,E0,3900,0.73,0.99,17.99,24.49,4030.4,4055.6
3000.0,E0_4000m,E0,4000,0.82,0.99,20.12,24.5,4030.4,4054.4
3000.0,E0_4100m,E0,4100,1.07,1.0,26.17,24.5,4034.4,4050.8
3000.0,E0_4200m,E0,4200,1.09,0.99,26.83,24.5,4026.8,4049.6
3000.0,E0_4300m,E0,4300,1.09,0.99,26.77,24.52,4021.2,4045.2
3000.0,E0_4400m,E0,4400,1.09,0.99,26.64,24.54,4016.8,4045.6
3000.0,E0_4500m,E0,4500,1.08,0.99,26.5,24.58,4018.0,4048.0
3000.0,E0_4600m,E0,4600,1.07,0.99,26.4,24.6,4017.6,4047.2
3000.0,E0_4700m,E0,4700,1.07,0.99,26.3,24.65,4020.4,4047.2
3000.0,E0_4800m,E0,4800,1.06,0.99,26.2,24.7,4019.6,4044.4
3000.0,E0_4900m,E0,4900,1.06,0.99,26.12,24.74,4016.0,4045.6
3000.0,E0_5000m,E0,5000,1.05,0.99,26.04,24.8,4013.6,4046.4
3300.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
3300.0,E0_100m,E0,100,0.97,1.0,26.1,26.83,4010.0,4011.2
3300.0,E0_200m,E0,200,0.99,1.0,26.61,26.92,4019.2,4018.8
3300.0,E0_300m,E0,300,0.99,1.0,26.67,26.83,4021.2,4021.2
3300.0,E0_400m,E0,400,1.0,1.0,26.62,26.71,4020.0,4021.2
3300.0,E0_500m,E0,500,1.0,1.0,26.54,26.57,4023.2,4020.8
3300.0,E0_600m,E0,600,1.0,1.0,26.44,26.44,4021.2,4017.2
3300.0,E0_700m,E0,700,1.0,1.0,26.32,26.3,4022.0,4018.8
3300.0,E0_800m,E0,800,1.0,1.0,26.18,26.14,4026.0,4024.4
3300.0,E0_900m,E0,900,1.0,1.0,26.05,26.0,4029.6,4030.0
3300.0,E0_1000m,E0,1000,1.0,1.0,25.94,25.88,4034.4,4036.8
3300.0,E0_1100m,E0,1100,1.0,1.0,25.86,25.79,4037.2,4037.6
3300.0,E0_1200m,E0,1200,1.0,1.0,25.78,25.71,4034.8,4032.4
3300.0,E0_1300m,E0,1300,1.0,1.0,25.69,25.64,4034.4,4033.6
3300.0,E0_1400m,E0,1400,1.0,1.0,25.6,25.57,4035.6,4032.0
3300.0,E0_1500m,E0,1500,1.0,1.0,25.51,25.5,4036.4,4028.8
3300.0,E0_1600m,E0,1600,1.0,1.0,25.42,25.45,4038.0,4022.4
3300.0,E0_1700m,E0,1700,1.0,1.0,25.35,25.41,4042.8,4024.4
3300.0,E0_1800m,E0,1800,1.0,1.01,25.27,25.37,4047.2,4024.8
3300.0,E0_1900m,E0,1900,0.99,1.0,25.18,25.34,4054.0,4034.0
3300.0,E0_2000m,E0,2000,0.99,1.0,25.08,25.3,4055.2,4037.2
3300.0,E0_2100m,E0,2100,0.99,1.0,24.95,25.27,4052.8,4036.4
3300.0,E0_2200m,E0,2200,0.98,1.0,24.76,25.25,4046.8,4030.8
3300.0,E0_2300m,E0,2300,0.97,1.0,24.47,25.23,4037.2,4024.4
3300.0,E0_2400m,E0,2400,0.95,1.0,24.06,25.21,4033.2,4020.4
3300.0,E0_2500m,E0,2500,0.93,1.0,23.54,25.19,4036.8,4017.6
3300.0,E0_2600m,E0,2600,0.91,1.01,22.85,25.16,4028.8,4005.6
3300.0,E0_2700m,E0,2700,0.87,1.01,21.97,25.15,4024.8,3998.8
3300.0,E0_2800m,E0,2800,0.83,1.01,20.86,25.15,4020.0,3995.6
3300.0,E0_2900m,E0,2900,0.78,1.01,19.59,25.14,4023.2,3995.2
3300.0,E0_3000m,E0,3000,0.72,1.01,18.14,25.14,4025.6,3992.4
3300.0,E0_3100m,E0,3100,0.71,1.01,17.94,25.14,4023.6,3992.4
3300.0,E0_3200m,E0,3200,0.71,1.01,17.94,25.13,4017.2,3996.8
3300.0,E0_3300m,E0,3300,0.71,1.01,17.92,25.11,4012.0,3990.8
3300.0,E0_3400m,E0,3400,0.71,1.01,17.9,25.08,4014.0,3988.0
3300.0,E0_3500m,E0,3500,0.71,1.01,17.86,25.04,4018.0,3984.8
3300.0,E0_3600m,E0,3600,0.71,1.01,17.83,25.01,4019.2,3983.6
3300.0,E0_3700m,E0,3700,0.71,1.01,17.81,24.97,4017.2,3994.4
3300.0,E0_3800m,E0,3800,0.71,1.01,17.82,24.94,4020.4,3997.2
3300.0,E0_3900m,E0,3900,0.72,1.01,17.98,24.92,4021.2,3998.0
3300.0,E0_4000m,E0,4000,0.81,1.01,20.12,24.9,4024.8,3996.8
3300.0,E0_4100m,E0,4100,1.06,1.01,26.32,24.88,4024.0,3994.8
3300.0,E0_4200m,E0,4200,1.09,1.01,27.1,24.87,4026.0,3990.8
3300.0,E0_4300m,E0,4300,1.09,1.01,27.09,24.87,4029.2,3988.8
3300.0,E0_4400m,E0,4400,1.08,1.01,26.99,24.87,4030.8,3985.6
3300.0,E0_4500m,E0,4500,1.08,1.01,26.89,24.89,4030.4,3985.2
3300.0,E0_4600m,E0,4600,1.08,1.01,26.79,24.9,4033.6,3984.4
3300.0,E0_4700m,E0,4700,1.07,1.01,26.68,24.93,4035.2,3985.2
3300.0,E0_4800m,E0,4800,1.06,1.01,26.58,24.96,4037.2,3990.0
3300.0,E0_4900m,E0,4900,1.06,1.01,26.49,25.0,4047.2,3994.8
3300.0,E0_5000m,E0,5000,1.05,1.02,26.4,25.05,4060.4,3997.2
3600.0,E0_0m,E0,0,-1.0,1.0,-1.0,-1.0,0.0,0.0
3600.0,E0_100m,E0,100,0.98,1.0,26.39,27.05,3961.2,3958.4
3600.0,E0_200m,E0,200,0.99,1.0,26.9,27.2,3951.6,3950.4
3600.0,E0_300m,E0,300,1.0,1.0,26.97,27.1,3946.4,3946.8
3600.0,E0_400m,E0,400,1.0,1.0,26.94,26.98,3944.0,3942.0
3600.0,E0_500m,E0,500,1.0,1.0,26.87,26.86,3943.2,3943.6
3600.0,E0_600m,E0,600,1.0,1.0,26.77,26.75,3950.4,3950.0
3600.0,E0_700m,E0,700,1.0,1.0,26.66,26.65,3950.0,3949.6
3600.0,E0_800m,E0,800,1.0,1.0,26.55,26.56,3946.4,3944.8
3600.0,E0_900m,E0,900,1.0,1.0,26.46,26.47,3942.8,3941.6
3600.0,E0_1000m,E0,1000,1.0,1.0,26.36,26.36,3937.6,3931.2
3600.0,E0_1100m,E0,1100,1.0,1.0,26.29,26.27,3935.6,3932.0
3600.0,E0_1200m,E0,1200,1.0,1.0,26.24,26.19,3935.6,3932.4
3600.0,E0_1300m,E0,1300,1.0,1.0,26.17,26.11,3940.4,3936.8
3600.0,E0_1400m,E0,1400,1.0,1.0,26.11,26.04,3944.8,3941.2
3600.0,E0_1500m,E0,1500,1.0,1.0,26.05,25.96,3942.8,3946.8
3600.0,E0_1600m,E0,1600,1.0,1.0,25.99,25.91,3942.4,3948.4
3600.0,E0_1700m,E0,1700,1.0,1.0,25.9,25.82,3940.4,3945.2
3600.0,E0_1800m,E0,1800,1.0,1.0,25.78,25.76,3939.6,3952.0
