scenario,interval_begin,link,pos,interval_flow,interval_harmonicMeanSpeed,interval_id_combined
attack,0.0,E0,3600,2092.4,25.915000000000006,E0_3600m
attack,0.0,E0,3700,2030.0,25.939166666666665,E0_3700m
attack,0.0,E0,3800,1972.4,25.95183333333333,E0_3800m
attack,0.0,E0,3900,1913.6,25.988666666666667,E0_3900m
attack,0.0,E0,4000,1862.0,26.036166666666666,E0_4000m
attack,0.0,E0,4100,1806.0,26.10216666666667,E0_4100m
attack,0.0,E0,4200,1759.2,26.15416666666667,E0_4200m
attack,0.0,E0,4300,1704.4,26.236666666666665,E0_4300m
attack,0.0,E0,4400,1650.4,26.273499999999995,E0_4400m
attack,0.0,E0,4500,1600.0,26.289499999999997,E0_4500m
attack,0.0,E0,4600,1556.0,26.32333333333333,E0_4600m
attack,0.0,E0,4700,1508.0,26.351666666666667,E0_4700m
attack,0.0,E0,4800,1466.0,26.369333333333334,E0_4800m
attack,0.0,E0,4900,1417.1999999999998,26.410999999999998,E0_4900m
attack,0.0,E0,5000,1372.8,26.457166666666666,E0_5000m
attack,300.0,E0,0,0.0,-1.0,E0_0m
attack,300.0,E0,100,4065.2,26.850499999999997,E0_100m
attack,300.0,E0,200,4063.2000000000003,26.969166666666666,E0_200m
attack,300.0,E0,300,4062.4,26.875833333333333,E0_300m
attack,300.0,E0,400,4061.6,26.747666666666667,E0_400m
attack,300.0,E0,500,4062.0,26.636333333333333,E0_500m
attack,300.0,E0,600,4058.8,26.526,E0_600m
attack,300.0,E0,700,4063.2000000000003,26.400833333333335,E0_700m
attack,300.0,E0,800,4057.2000000000003,26.295333333333332,E0_800m
attack,300.0,E0,900,4055.2,26.20716666666667,E0_900m
attack,300.0,E0,1000,4056.8,26.134833333333333,E0_1000m
attack,300.0,E0,1100,4056.7999999999997,26.034666666666666,E0_1100m
attack,300.0,E0,1200,4063.6000000000004,25.928,E0_1200m
attack,300.0,E0,1300,4062.0,25.843,E0_1300m
attack,300.0,E0,1400,4056.8,25.775,E0_1400m
attack,300.0,E0,1500,4058.8,25.71783333333333,E0_1500m
attack,300.0,E0,1600,4064.0,25.666833333333336,E0_1600m
attack,300.0,E0,1700,4066.0,25.627999999999997,E0_1700m
attack,300.0,E0,1800,4070.8,25.575,E0_1800m
attack,300.0,E0,1900,4068.4,25.51416666666667,E0_1900m
attack,300.0,E0,2000,4059.6000000000004,25.4545,E0_2000m
attack,300.0,E0,2100,4056.0,25.392333333333333,E0_2100m
attack,300.0,E0,2200,4050.0,25.35033333333333,E0_2200m
attack,300.0,E0,2300,4046.0,25.311833333333336,E0_2300m
attack,300.0,E0,2400,4037.6000000000004,25.2735,E0_2400m
attack,300.0,E0,2500,4037.6,25.244999999999997,E0_2500m
attack,300.0,E0,2600,4035.2,25.214166666666664,E0_2600m
attack,300.0,E0,2700,4036.0,25.173333333333332,E0_2700m
attack,300.0,E0,2800,4032.8,25.16116666666667,E0_2800m
attack,300.0,E0,2900,4035.6,25.152499999999996,E0_2900m
attack,300.0,E0,3000,4034.8,25.143166666666666,E0_3000m
attack,300.0,E0,3100,4029.6,25.12466666666667,E0_3100m
attack,300.0,E0,3200,4028.8,25.11783333333333,E0_3200m
attack,300.0,E0,3300,4031.2,25.10366666666667,E0_3300m
attack,300.0,E0,3400,4032.4,25.085499999999996,E0_3400m
attack,300.0,E0,3500,4032.3999999999996,25.0475,E0_3500m
attack,300.0,E0,3600,4030.3999999999996,25.0165,E0_3600m
attack,300.0,E0,3700,4033.6,25.006666666666664,E0_3700m
attack,300.0,E0,3800,4028.0,24.997,E0_3800m
attack,300.0,E0,3900,4027.6,24.970333333333336,E0_3900m
attack,300.0,E0,4000,4019.6,24.951,E0_4000m
attack,300.0,E0,4100,4020.0,24.93,E0_4100m
attack,300.0,E0,4200,4006.8,24.918333333333333,E0_4200m
attack,300.0,E0,4300,4003.2,24.911833333333334,E0_4300m
attack,300.0,E0,4400,4001.2000000000003,24.907666666666664,E0_4400m
attack,300.0,E0,4500,3994.0,24.898666666666664,E0_4500m
attack,300.0,E0,4600,3982.0,24.887666666666668,E0_4600m
attack,300.0,E0,4700,3969.2,24.90166666666667,E0_4700m
attack,300.0,E0,4800,3954.3999999999996,24.9395,E0_4800m
attack,300.0,E0,4900,3945.6000000000004,24.978833333333334,E0_4900m
attack,300.0,E0,5000,3928.4,25.020166666666668,E0_5000m
attack,600.0,E0,0,0.0,-1.0,E0_0m
attack,600.0,E0,100,4042.8,26.692833333333333,E0_100m
attack,600.0,E0,200,4041.2,26.826166666666666,E0_200m
attack,600.0,E0,300,4042.8,26.772,E0_300m
attack,600.0,E0,400,4042.4,26.6865,E0_400m
attack,600.0,E0,500,4044.0,26.59566666666667,E0_500m
attack,600.0,E0,600,4046.4,26.492,E0_600m
attack,600.0,E0,700,4044.4,26.37483333333333,E0_700m
attack,600.0,E0,800,4050.8,26.24416666666667,E0_800m
attack,600.0,E0,900,4050.0,26.146500000000003,E0_900m
attack,600.0,E0,1000,4047.2,26.037999999999997,E0_1000m
attack,600.0,E0,1100,4040.8,25.946333333333335,E0_1100m
attack,600.0,E0,1200,4036.0,25.842833333333335,E0_1200m
attack,600.0,E0,1300,4037.6000000000004,25.757166666666663,E0_1300m
attack,600.0,E0,1400,4047.2,25.67233333333333,E0_1400m
attack,600.0,E0,1500,4042.3999999999996,25.607499999999998,E0_1500m
attack,600.0,E0,1600,4036.0,25.544333333333327,E0_1600m
attack,600.0,E0,1700,4030.0,25.472166666666666,E0_1700m
attack,600.0,E0,1800,4027.6,25.40616666666667,E0_1800m
attack,600.0,E0,1900,4034.3999999999996,25.348,E0_1900m
attack,600.0,E0,2000,4041.6000000000004,25.307166666666667,E0_2000m
attack,600.0,E0,2100,4049.2,25.267333333333333,E0_2100m
attack,600.0,E0,2200,4045.6,25.223166666666664,E0_2200m
attack,600.0,E0,2300,4038.8,25.157666666666668,E0_2300m
attack,600.0,E0,2400,4033.2,25.079833333333333,E0_2400m
attack,600.0,E0,2500,4018.8,24.96183333333333,E0_2500m
attack,600.0,E0,2600,4014.3999999999996,24.784833333333335,E0_2600m
attack,600.0,E0,2700,4014.4,24.527833333333334,E0_2700m
attack,600.0,E0,2800,4006.4,24.127999999999997,E0_2800m
attack,600.0,E0,2900,3994.8,23.48383333333333,E0_2900m
attack,600.0,E0,3000,3983.6000000000004,22.425833333333337,E0_3000m
attack,600.0,E0,3100,3972.0,22.265666666666664,E0_3100m
attack,600.0,E0,3200,3967.2,22.357166666666664,E0_3200m
attack,600.0,E0,3300,3961.2,22.374666666666663,E0_3300m
attack,600.0,E0,3400,3944.8,22.37166666666667,E0_3400m
attack,600.0,E0,3500,3932.3999999999996,22.356166666666663,E0_3500m
attack,600.0,E0,3600,3924.8,22.343833333333333,E0_3600m
attack,600.0,E0,3700,3913.6,22.3275,E0_3700m
attack,600.0,E0,3800,3912.4,22.337666666666664,E0_3800m
attack,600.0,E0,3900,3906.3999999999996,22.496666666666666,E0_3900m
attack,600.0,E0,4000,3910.0,23.86316666666667,E0_4000m
attack,600.0,E0,4100,3911.2,26.416,E0_4100m
attack,600.0,E0,4200,3918.8,26.578499999999995,E0_4200m
attack,600.0,E0,4300,3922.0,26.49683333333333,E0_4300m
attack,600.0,E0,4400,3926.0,26.40383333333333,E0_4400m
attack,600.0,E0,4500,3932.8,26.32183333333333,E0_4500m
attack,600.0,E0,4600,3940.7999999999997,26.230666666666668,E0_4600m
attack,600.0,E0,4700,3953.6,26.144499999999997,E0_4700m
attack,600.0,E0,4800,3961.6,26.081333333333333,E0_4800m
attack,600.0,E0,4900,3968.0,26.026833333333336,E0_4900m
attack,600.0,E0,5000,3974.8,25.981,E0_5000m
attack,900.0,E0,0,0.0,-1.0,E0_0m
attack,900.0,E0,100,3964.0,26.62466666666667,E0_100m
attack,900.0,E0,200,3971.6000000000004,26.84583333333333,E0_200m
attack,900.0,E0,300,3976.4,26.819666666666663,E0_300m
attack,900.0,E0,400,3982.8,26.731,E0_400m
attack,900.0,E0,500,3982.0,26.599833333333336,E0_500m
attack,900.0,E0,600,3978.8,26.446999999999996,E0_600m
attack,900.0,E0,700,3977.6,26.316333333333333,E0_700m
attack,900.0,E0,800,3979.2,26.200499999999998,E0_800m
attack,900.0,E0,900,3981.6000000000004,26.087833333333332,E0_900m
attack,900.0,E0,1000,3983.6,25.99133333333333,E0_1000m
attack,900.0,E0,1100,3986.3999999999996,25.906666666666666,E0_1100m
attack,900.0,E0,1200,3985.2,25.821333333333328,E0_1200m
attack,900.0,E0,1300,3986.0,25.74166666666667,E0_1300m
attack,900.0,E0,1400,3982.0,25.643833333333333,E0_1400m
attack,900.0,E0,1500,3986.4,25.560666666666663,E0_1500m
attack,900.0,E0,1600,3985.2,25.499500000000005,E0_1600m
attack,900.0,E0,1700,3986.4,25.441166666666668,E0_1700m
attack,900.0,E0,1800,3989.2,25.386,E0_1800m
attack,900.0,E0,1900,3984.8,25.342000000000002,E0_1900m
attack,900.0,E0,2000,3983.2,25.294,E0_2000m
attack,900.0,E0,2100,3979.6000000000004,25.253500000000003,E0_2100m
attack,900.0,E0,2200,3978.0,25.205,E0_2200m
attack,900.0,E0,2300,3974.4,25.146166666666666,E0_2300m
attack,900.0,E0,2400,3971.2000000000003,25.060333333333332,E0_2400m
attack,900.0,E0,2500,3975.2,24.952666666666666,E0_2500m
attack,900.0,E0,2600,3977.6000000000004,24.801166666666674,E0_2600m
attack,900.0,E0,2700,3976.4,24.5565,E0_2700m
attack,900.0,E0,2800,3974.8,24.139333333333333,E0_2800m
attack,900.0,E0,2900,3972.8,23.4705,E0_2900m
attack,900.0,E0,3000,3973.6,22.42583333333333,E0_3000m
attack,900.0,E0,3100,3974.0,22.27583333333334,E0_3100m
attack,900.0,E0,3200,3972.8,22.365166666666674,E0_3200m
attack,900.0,E0,3300,3974.3999999999996,22.39083333333333,E0_3300m
attack,900.0,E0,3400,3986.0,22.377666666666663,E0_3400m
attack,900.0,E0,3500,3987.2000000000003,22.362333333333332,E0_3500m
attack,900.0,E0,3600,3990.0,22.352666666666664,E0_3600m
attack,900.0,E0,3700,4007.6,22.341500000000003,E0_3700m
attack,900.0,E0,3800,4016.8,22.33716666666666,E0_3800m
attack,900.0,E0,3900,4030.8,22.47233333333333,E0_3900m
attack,900.0,E0,4000,4032.4,23.687500000000007,E0_4000m
attack,900.0,E0,4100,4034.8,25.8885,E0_4100m
attack,900.0,E0,4200,4037.6000000000004,26.04633333333333,E0_4200m
attack,900.0,E0,4300,4043.2,26.00866666666667,E0_4300m
attack,900.0,E0,4400,4041.2,25.963166666666666,E0_4400m
attack,900.0,E0,4500,4040.7999999999997,25.896166666666666,E0_4500m
attack,900.0,E0,4600,4037.2,25.831,E0_4600m
attack,900.0,E0,4700,4035.2,25.771833333333333,E0_4700m
attack,900.0,E0,4800,4032.4,25.72033333333333,E0_4800m
attack,900.0,E0,4900,4032.0,25.694166666666668,E0_4900m
attack,900.0,E0,5000,4028.8,25.684,E0_5000m
attack,1200.0,E0,0,0.0,-1.0,E0_0m
attack,1200.0,E0,100,3982.4,26.745,E0_100m
attack,1200.0,E0,200,3974.4,26.950333333333333,E0_200m
attack,1200.0,E0,300,3967.6,26.9185,E0_300m
attack,1200.0,E0,400,3961.6000000000004,26.84133333333333,E0_400m
attack,1200.0,E0,500,3959.6,26.745833333333334,E0_500m
attack,1200.0,E0,600,3961.6,26.655166666666666,E0_600m
attack,1200.0,E0,700,3963.2,26.581333333333333,E0_700m
attack,1200.0,E0,800,3959.2,26.502666666666666,E0_800m
attack,1200.0,E0,900,3957.6000000000004,26.416499999999996,E0_900m
attack,1200.0,E0,1000,3954.3999999999996,26.348,E0_1000m
attack,1200.0,E0,1100,3954.3999999999996,26.27283333333333,E0_1100m
attack,1200.0,E0,1200,3953.2,26.2055,E0_1200m
attack,1200.0,E0,1300,3958.4,26.136499999999998,E0_1300m
attack,1200.0,E0,1400,3953.6000000000004,26.053833333333337,E0_1400m
attack,1200.0,E0,1500,3952.0,25.987000000000002,E0_1500m
attack,1200.0,E0,1600,3957.2,25.920499999999997,E0_1600m
attack,1200.0,E0,1700,3961.2,25.842166666666664,E0_1700m
attack,1200.0,E0,1800,3962.0,25.780166666666666,E0_1800m
attack,1200.0,E0,1900,3966.8,25.719,E0_1900m
attack,1200.0,E0,2000,3962.0,25.656166666666667,E0_2000m
attack,1200.0,E0,2100,3956.0,25.576500000000003,E0_2100m
attack,1200.0,E0,2200,3958.3999999999996,25.493166666666667,E0_2200m
attack,1200.0,E0,2300,3968.7999999999997,25.406499999999998,E0_2300m
attack,1200.0,E0,2400,3977.2000000000003,25.28,E0_2400m
attack,1200.0,E0,2500,3976.8,25.129,E0_2500m
attack,1200.0,E0,2600,3976.4,24.91433333333333,E0_2600m
attack,1200.0,E0,2700,3986.4,24.5985,E0_2700m
attack,1200.0,E0,2800,3994.7999999999997,24.12533333333333,E0_2800m
attack,1200.0,E0,2900,4005.6000000000004,23.43116666666667,E0_2900m
attack,1200.0,E0,3000,4013.2000000000003,22.415333333333336,E0_3000m
attack,1200.0,E0,3100,4018.3999999999996,22.27083333333333,E0_3100m
attack,1200.0,E0,3200,4018.8,22.333666666666666,E0_3200m
attack,1200.0,E0,3300,4022.0,22.321166666666667,E0_3300m
attack,1200.0,E0,3400,4023.6000000000004,22.311833333333333,E0_3400m
attack,1200.0,E0,3500,4026.3999999999996,22.28633333333333,E0_3500m
attack,1200.0,E0,3600,4026.4,22.27133333333333,E0_3600m
attack,1200.0,E0,3700,4020.0,22.2635,E0_3700m
attack,1200.0,E0,3800,4017.6000000000004,22.29733333333333,E0_3800m
attack,1200.0,E0,3900,4014.0,22.438499999999998,E0_3900m
attack,1200.0,E0,4000,4014.3999999999996,23.682833333333335,E0_4000m
attack,1200.0,E0,4100,4019.6000000000004,25.92366666666667,E0_4100m
attack,1200.0,E0,4200,4020.0,26.073166666666665,E0_4200m
attack,1200.0,E0,4300,4022.4,25.998666666666665,E0_4300m
attack,1200.0,E0,4400,4027.6000000000004,25.8975,E0_4400m
attack,1200.0,E0,4500,4027.2000000000003,25.80766666666667,E0_4500m
attack,1200.0,E0,4600,4026.0,25.719166666666666,E0_4600m
attack,1200.0,E0,4700,4024.4,25.661166666666663,E0_4700m
attack,1200.0,E0,4800,4022.0,25.607499999999998,E0_4800m
attack,1200.0,E0,4900,4024.0,25.57,E0_4900m
attack,1200.0,E0,5000,4021.6000000000004,25.540166666666664,E0_5000m
attack,1500.0,E0,0,0.0,-1.0,E0_0m
attack,1500.0,E0,100,4019.6000000000004,26.664333333333335,E0_100m
attack,1500.0,E0,200,4022.8,26.837000000000003,E0_200m
attack,1500.0,E0,300,4024.8,26.766,E0_300m
attack,1500.0,E0,400,4026.8,26.655,E0_400m
attack,1500.0,E0,500,4028.0,26.522666666666666,E0_500m
attack,1500.0,E0,600,4029.6000000000004,26.40183333333333,E0_600m
attack,1500.0,E0,700,4029.2,26.26533333333333,E0_700m
attack,1500.0,E0,800,4028.3999999999996,26.15316666666667,E0_800m
attack,1500.0,E0,900,4024.8,26.03666666666666,E0_900m
attack,1500.0,E0,1000,4032.4,25.926999999999996,E0_1000m
attack,1500.0,E0,1100,4037.6000000000004,25.82766666666667,E0_1100m
attack,1500.0,E0,1200,4038.0,25.7365,E0_1200m
attack,1500.0,E0,1300,4034.8,25.646,E0_1300m
attack,1500.0,E0,1400,4038.4,25.57333333333333,E0_1400m
attack,1500.0,E0,1500,4035.2,25.522166666666667,E0_1500m
attack,1500.0,E0,1600,4028.7999999999997,25.475,E0_1600m
attack,1500.0,E0,1700,4028.0,25.4435,E0_1700m
attack,1500.0,E0,1800,4021.6000000000004,25.4065,E0_1800m
attack,1500.0,E0,1900,4019.6,25.358333333333334,E0_1900m
attack,1500.0,E0,2000,4018.3999999999996,25.335666666666672,E0_2000m
attack,1500.0,E0,2100,4017.2,25.30133333333334,E0_2100m
attack,1500.0,E0,2200,4011.6000000000004,25.260999999999996,E0_2200m
attack,1500.0,E0,2300,4004.7999999999997,25.216833333333334,E0_2300m
attack,1500.0,E0,2400,3999.2,25.160666666666664,E0_2400m
attack,1500.0,E0,2500,4000.4,25.050666666666665,E0_2500m
attack,1500.0,E0,2600,4000.4,24.883666666666667,E0_2600m
attack,1500.0,E0,2700,4001.6,24.601666666666667,E0_2700m
attack,1500.0,E0,2800,3998.7999999999997,24.154333333333334,E0_2800m
attack,1500.0,E0,2900,3994.8,23.47533333333333,E0_2900m
attack,1500.0,E0,3000,3993.2,22.439333333333337,E0_3000m
attack,1500.0,E0,3100,3999.2,22.261166666666664,E0_3100m
attack,1500.0,E0,3200,4007.2,22.295666666666666,E0_3200m
attack,1500.0,E0,3300,4002.0,22.295833333333334,E0_3300m
attack,1500.0,E0,3400,3998.4,22.28283333333333,E0_3400m
attack,1500.0,E0,3500,4002.7999999999997,22.28283333333333,E0_3500m
attack,1500.0,E0,3600,4008.0,22.288999999999998,E0_3600m
attack,1500.0,E0,3700,4008.8,22.3005,E0_3700m
attack,1500.0,E0,3800,4004.4,22.320833333333333,E0_3800m
attack,1500.0,E0,3900,4000.0,22.471666666666668,E0_3900m
attack,1500.0,E0,4000,3993.2,23.81,E0_4000m
attack,1500.0,E0,4100,3980.8,26.2935,E0_4100m
attack,1500.0,E0,4200,3973.2000000000003,26.510333333333335,E0_4200m
attack,1500.0,E0,4300,3963.6000000000004,26.491666666666664,E0_4300m
attack,1500.0,E0,4400,3962.0,26.419166666666666,E0_4400m
attack,1500.0,E0,4500,3957.2,26.340666666666664,E0_4500m
attack,1500.0,E0,4600,3958.0,26.274833333333333,E0_4600m
attack,1500.0,E0,4700,3960.7999999999997,26.191,E0_4700m
attack,1500.0,E0,4800,3968.0,26.128666666666668,E0_4800m
attack,1500.0,E0,4900,3966.3999999999996,26.072000000000003,E0_4900m
attack,1500.0,E0,5000,3968.8,26.031333333333336,E0_5000m
attack,1800.0,E0,0,0.0,-1.0,E0_0m
attack,1800.0,E0,100,3924.3999999999996,26.787166666666664,E0_100m
attack,1800.0,E0,200,3923.2,26.961166666666664,E0_200m
attack,1800.0,E0,300,3923.6000000000004,26.882333333333335,E0_300m
attack,1800.0,E0,400,3922.4,26.787166666666664,E0_400m
attack,1800.0,E0,500,3923.6000000000004,26.69483333333333,E0_500m
attack,1800.0,E0,600,3921.2,26.5865,E0_600m
attack,1800.0,E0,700,3922.0,26.473666666666666,E0_700m
attack,1800.0,E0,800,3921.2,26.3275,E0_800m
attack,1800.0,E0,900,3928.3999999999996,26.183999999999997,E0_900m
attack,1800.0,E0,1000,3931.2000000000003,26.074666666666666,E0_1000m
attack,1800.0,E0,1100,3926.3999999999996,25.979833333333332,E0_1100m
attack,1800.0,E0,1200,3931.6,25.888333333333335,E0_1200m
attack,1800.0,E0,1300,3932.8,25.796666666666663,E0_1300m
attack,1800.0,E0,1400,3937.2000000000003,25.715000000000003,E0_1400m
attack,1800.0,E0,1500,3944.3999999999996,25.65966666666666,E0_1500m
attack,1800.0,E0,1600,3942.8,25.618666666666662,E0_1600m
attack,1800.0,E0,1700,3937.2,25.545166666666667,E0_1700m
attack,1800.0,E0,1800,3941.2,25.47066666666667,E0_1800m
attack,1800.0,E0,1900,3943.6,25.41433333333333,E0_1900m
attack,1800.0,E0,2000,3948.8,25.352666666666664,E0_2000m
attack,1800.0,E0,2100,3954.3999999999996,25.289666666666665,E0_2100m
attack,1800.0,E0,2200,3958.7999999999997,25.2205,E0_2200m
attack,1800.0,E0,2300,3964.7999999999997,25.136333333333333,E0_2300m
attack,1800.0,E0,2400,3966.4,25.042166666666667,E0_2400m
attack,1800.0,E0,2500,3963.6,24.92733333333333,E0_2500m
attack,1800.0,E0,2600,3961.6,24.7575,E0_2600m
attack,1800.0,E0,2700,3955.2000000000003,24.493999999999996,E0_2700m
attack,1800.0,E0,2800,3958.0,24.083666666666666,E0_2800m
attack,1800.0,E0,2900,3965.2,23.43283333333333,E0_2900m
attack,1800.0,E0,3000,3970.3999999999996,22.41133333333333,E0_3000m
attack,1800.0,E0,3100,3966.0,22.251833333333337,E0_3100m
attack,1800.0,E0,3200,3959.2,22.335166666666666,E0_3200m
attack,1800.0,E0,3300,3964.8,22.3325,E0_3300m
attack,1800.0,E0,3400,3972.8,22.315833333333334,E0_3400m
attack,1800.0,E0,3500,3972.0,22.304833333333338,E0_3500m
attack,1800.0,E0,3600,3960.8,22.30083333333334,E0_3600m
attack,1800.0,E0,3700,3958.4,22.291333333333334,E0_3700m
attack,1800.0,E0,3800,3960.4,22.297666666666668,E0_3800m
attack,1800.0,E0,3900,3965.6000000000004,22.447166666666668,E0_3900m
attack,1800.0,E0,4000,3971.6,23.659999999999997,E0_4000m
attack,1800.0,E0,4100,3981.2,25.92883333333333,E0_4100m
attack,1800.0,E0,4200,3990.4,26.115833333333335,E0_4200m
attack,1800.0,E0,4300,3996.0,26.063666666666663,E0_4300m
attack,1800.0,E0,4400,3996.0,25.989166666666662,E0_4400m
attack,1800.0,E0,4500,3998.0,25.92333333333334,E0_4500m
attack,1800.0,E0,4600,3992.0,25.86316666666667,E0_4600m
attack,1800.0,E0,4700,3986.0,25.827333333333335,E0_4700m
attack,1800.0,E0,4800,3988.8,25.78966666666667,E0_4800m
attack,1800.0,E0,4900,3998.7999999999997,25.765000000000004,E0_4900m
attack,1800.0,E0,5000,4008.4,25.752499999999998,E0_5000m
attack,2100.0,E0,0,0.0,-1.0,E0_0m
attack,2100.0,E0,100,3931.2,26.9005,E0_100m
attack,2100.0,E0,200,3936.0,27.086333333333336,E0_200m
attack,2100.0,E0,300,3936.8,27.013166666666667,E0_300m
attack,2100.0,E0,400,3936.4,26.88516666666667,E0_400m
attack,2100.0,E0,500,3934.0,26.7295,E0_500m
attack,2100.0,E0,600,3935.2,26.59016666666667,E0_600m
attack,2100.0,E0,700,3930.0,26.457,E0_700m
attack,2100.0,E0,800,3931.6,26.349333333333334,E0_800m
attack,2100.0,E0,900,3924.0,26.247,E0_900m
attack,2100.0,E0,1000,3920.3999999999996,26.150666666666666,E0_1000m
attack,2100.0,E0,1100,3924.0,26.09883333333333,E0_1100m
attack,2100.0,E0,1200,3922.8,26.06383333333334,E0_1200m
attack,2100.0,E0,1300,3920.4,26.010166666666667,E0_1300m
attack,2100.0,E0,1400,3921.6000000000004,25.94966666666667,E0_1400m
attack,2100.0,E0,1500,3921.6000000000004,25.881833333333333,E0_1500m
attack,2100.0,E0,1600,3921.6000000000004,25.817000000000007,E0_1600m
attack,2100.0,E0,1700,3927.6,25.752666666666666,E0_1700m
attack,2100.0,E0,1800,3923.2,25.69,E0_1800m
attack,2100.0,E0,1900,3918.0,25.63433333333333,E0_1900m
attack,2100.0,E0,2000,3917.6000000000004,25.5985,E0_2000m
attack,2100.0,E0,2100,3916.8,25.567,E0_2100m
attack,2100.0,E0,2200,3915.2,25.549166666666665,E0_2200m
attack,2100.0,E0,2300,3911.6,25.512999999999998,E0_2300m
attack,2100.0,E0,2400,3920.8,25.43883333333333,E0_2400m
attack,2100.0,E0,2500,3932.3999999999996,25.333666666666666,E0_2500m
attack,2100.0,E0,2600,3937.2,25.133166666666668,E0_2600m
attack,2100.0,E0,2700,3945.2,24.800833333333333,E0_2700m
attack,2100.0,E0,2800,3949.6000000000004,24.293166666666664,E0_2800m
attack,2100.0,E0,2900,3947.6000000000004,23.530833333333334,E0_2900m
attack,2100.0,E0,3000,3945.6,22.4,E0_3000m
attack,2100.0,E0,3100,3943.2,22.264166666666664,E0_3100m
attack,2100.0,E0,3200,3942.3999999999996,22.380833333333328,E0_3200m
attack,2100.0,E0,3300,3940.7999999999997,22.387999999999998,E0_3300m
attack,2100.0,E0,3400,3936.8,22.363166666666665,E0_3400m
attack,2100.0,E0,3500,3936.8,22.321333333333335,E0_3500m
attack,2100.0,E0,3600,3941.6,22.295666666666662,E0_3600m
attack,2100.0,E0,3700,3944.0,22.287,E0_3700m
attack,2100.0,E0,3800,3943.6,22.308166666666665,E0_3800m
attack,2100.0,E0,3900,3932.8,22.473333333333336,E0_3900m
attack,2100.0,E0,4000,3924.3999999999996,23.861333333333338,E0_4000m
attack,2100.0,E0,4100,3918.3999999999996,26.35116666666667,E0_4100m
attack,2100.0,E0,4200,3908.0,26.52616666666667,E0_4200m
attack,2100.0,E0,4300,3906.0,26.457500000000003,E0_4300m
attack,2100.0,E0,4400,3905.2,26.33683333333333,E0_4400m
attack,2100.0,E0,4500,3910.0,26.21933333333333,E0_4500m
attack,2100.0,E0,4600,3911.2,26.10666666666667,E0_4600m
attack,2100.0,E0,4700,3914.8,26.017333333333333,E0_4700m
attack,2100.0,E0,4800,3912.7999999999997,25.9755,E0_4800m
attack,2100.0,E0,4900,3904.4,25.953833333333332,E0_4900m
attack,2100.0,E0,5000,3894.0,25.93933333333333,E0_5000m
attack,2400.0,E0,0,0.0,-1.0,E0_0m
attack,2400.0,E0,100,4022.4,26.082,E0_100m
attack,2400.0,E0,200,4021.2,26.472166666666666,E0_200m
attack,2400.0,E0,300,4024.8,26.49683333333334,E0_300m
attack,2400.0,E0,400,4030.7999999999997,26.438333333333333,E0_400m
attack,2400.0,E0,500,4031.6000000000004,26.349999999999994,E0_500m
attack,2400.0,E0,600,4038.8,26.235999999999997,E0_600m
attack,2400.0,E0,700,4037.2,26.12466666666666,E0_700m
