scenario,interval_begin,interval_id,interval_flow,interval_harmonicMeanSpeed
attack,0.0,E0_0_4500m,740.8,25.70633333333333
attack,0.0,E0_0_4600m,724.0,25.734666666666666
attack,0.0,E0_0_4700m,701.2,25.761000000000006
attack,0.0,E0_0_4800m,682.4,25.754666666666665
attack,0.0,E0_0_4900m,662.8,25.788333333333334
attack,0.0,E0_0_5000m,644.8,25.849999999999998
attack,0.0,E0_0_500m,1684.0,26.156666666666663
attack,0.0,E0_0_600m,1649.2,26.050333333333334
attack,0.0,E0_0_700m,1621.6,25.95333333333333
attack,0.0,E0_0_800m,1592.4,25.882999999999996
attack,0.0,E0_0_900m,1565.2,25.81133333333333
attack,0.0,E0_1_0m,0.0,-1.0
attack,0.0,E0_1_1000m,1870.0,27.270666666666667
attack,0.0,E0_1_100m,2085.2,28.241
attack,0.0,E0_1_1100m,1848.0,27.179333333333336
attack,0.0,E0_1_1200m,1824.0,27.113666666666663
attack,0.0,E0_1_1300m,1796.4,27.055333333333337
attack,0.0,E0_1_1400m,1766.8,26.982666666666667
attack,0.0,E0_1_1500m,1738.0,26.925000000000004
attack,0.0,E0_1_1600m,1712.0,26.87666666666666
attack,0.0,E0_1_1700m,1683.6,26.85033333333333
attack,0.0,E0_1_1800m,1654.8,26.803
attack,0.0,E0_1_1900m,1624.4,26.793333333333337
attack,0.0,E0_1_2000m,1598.4,26.797
attack,0.0,E0_1_200m,2034.8,28.325666666666663
attack,0.0,E0_1_2100m,1571.2,26.778666666666663
attack,0.0,E0_1_2200m,1548.4,26.745999999999995
attack,0.0,E0_1_2300m,1524.8,26.708666666666666
attack,0.0,E0_1_2400m,1503.2,26.68933333333334
attack,0.0,E0_1_2500m,1478.0,26.65666666666667
attack,0.0,E0_1_2600m,1452.0,26.62633333333333
attack,0.0,E0_1_2700m,1419.2,26.621666666666663
attack,0.0,E0_1_2800m,1387.2,26.59566666666667
attack,0.0,E0_1_2900m,1357.2,26.595000000000002
attack,0.0,E0_1_3000m,1324.8,26.57166666666667
attack,0.0,E0_1_300m,2011.2,28.153333333333325
attack,0.0,E0_1_3100m,1292.4,26.561333333333337
attack,0.0,E0_1_3200m,1257.2,26.57233333333333
attack,0.0,E0_1_3300m,1227.2,26.580666666666666
attack,0.0,E0_1_3400m,1195.2,26.590333333333334
attack,0.0,E0_1_3500m,1164.0,26.581666666666663
attack,0.0,E0_1_3600m,1134.8,26.581000000000003
